event_id,strip,logger_position,irrigation_start,irrigation_end,plot_start,plot_end,event_duration_hours,gallons_strip,avg_flow_gph_strip,output_file,status
2023-07-17_S1_S2_ae0a89b4,S2,B,2023-07-17 08:04:00,2023-07-17 16:04:00,2023-07-17 04:04:00,2023-07-18 20:04:00,8.0,60450.0,7556.2,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-07-17_0804_S2_B_event_2023-07-17_S1_S2_ae0a89b4.png,written
2023-08-05_S1_S2_efaa9d14,S2,B,2023-08-05 08:48:00,2023-08-05 14:56:00,2023-08-05 04:48:00,2023-08-06 20:48:00,6.13,49250.0,8029.9,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-08-05_0848_S2_B_event_2023-08-05_S1_S2_efaa9d14.png,written
2023-08-24_S1_S2_6cc99259,S2,B,2023-08-24 13:47:00,2023-08-24 18:16:00,2023-08-24 09:47:00,2023-08-26 01:47:00,4.48,30125.0,6719.3,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-08-24_1347_S2_B_event_2023-08-24_S1_S2_6cc99259.png,written
2023-09-21_S1_S2_6dbb0789,S2,B,2023-09-21 09:07:00,2023-09-21 16:09:00,2023-09-21 05:07:00,2023-09-22 21:07:00,7.03,37650.0,5353.1,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-09-21_0907_S2_B_event_2023-09-21_S1_S2_6dbb0789.png,written
2023-05-24_S3_S4_31cada45,S3,B,2023-05-24 09:25:00,2023-05-24 13:19:00,2023-05-24 05:25:00,2023-05-25 21:25:00,3.9,73300.0,18794.9,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-05-24_0925_S3_B_event_2023-05-24_S3_S4_31cada45.png,written
2023-06-02_S3_S4_e824e1bc,S3,B,2023-06-02 15:43:00,2023-06-02 22:12:00,2023-06-02 11:43:00,2023-06-04 03:43:00,6.48,33750.0,5205.7,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-06-02_1543_S3_B_event_2023-06-02_S3_S4_e824e1bc.png,written
2023-06-14_S3_S4_71ac748b,S3,B,2023-06-14 08:25:00,2023-06-14 17:29:00,2023-06-14 04:25:00,2023-06-15 20:25:00,9.07,64100.0,7069.9,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-06-14_0825_S3_B_event_2023-06-14_S3_S4_71ac748b.png,written
2023-06-27_S3_S4_87f629e2,S3,B,2023-06-27 07:53:00,2023-06-27 16:14:00,2023-06-27 03:53:00,2023-06-28 19:53:00,8.35,67850.0,8125.7,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-06-27_0753_S3_B_event_2023-06-27_S3_S4_87f629e2.png,written
2023-07-07_S3_S4_bf19b251,S3,B,2023-07-07 07:46:00,2023-07-07 15:46:00,2023-07-07 03:46:00,2023-07-08 19:46:00,8.0,64250.0,8031.2,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-07-07_0746_S3_B_event_2023-07-07_S3_S4_bf19b251.png,written
2023-07-17_S3_S4_a04fe807,S3,B,2023-07-17 19:19:00,2023-07-18 05:53:00,2023-07-17 15:19:00,2023-07-19 07:19:00,10.57,80450.0,7613.6,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-07-17_1919_S3_B_event_2023-07-17_S3_S4_a04fe807.png,written
2023-07-27_S3_S4_89a0fecc,S3,B,2023-07-27 10:00:00,2023-07-27 17:29:00,2023-07-27 06:00:00,2023-07-28 22:00:00,7.48,25200.0,3367.5,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-07-27_1000_S3_B_event_2023-07-27_S3_S4_89a0fecc.png,written
2023-08-05_S3_S4_0f92146d,S3,B,2023-08-05 08:51:00,2023-08-05 11:03:00,2023-08-05 04:51:00,2023-08-06 20:51:00,2.2,18300.0,8318.2,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-08-05_0851_S3_B_event_2023-08-05_S3_S4_0f92146d.png,written
2023-08-10_S3_S4_7fce3d7b,S3,B,2023-08-10 13:57:00,2023-08-10 19:37:00,2023-08-10 09:57:00,2023-08-12 01:57:00,5.67,52850.0,9326.5,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-08-10_1357_S3_B_event_2023-08-10_S3_S4_7fce3d7b.png,written
2023-08-24_S3_S4_a4b6ae2a,S3,B,2023-08-24 13:47:00,2023-08-24 18:16:00,2023-08-24 09:47:00,2023-08-26 01:47:00,4.48,30125.0,6719.3,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-08-24_1347_S3_B_event_2023-08-24_S3_S4_a4b6ae2a.png,written
2023-09-07_S3_S4_ea877a99,S3,B,2023-09-07 07:38:00,2023-09-07 18:19:00,2023-09-07 03:38:00,2023-09-08 19:38:00,10.68,78850.0,7380.7,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-09-07_0738_S3_B_event_2023-09-07_S3_S4_ea877a99.png,written
2023-09-22_S3_S4_157133f5,S3,B,2023-09-22 07:20:00,2023-09-22 16:18:00,2023-09-22 03:20:00,2023-09-23 19:20:00,8.97,72300.0,8063.2,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-09-22_0720_S3_B_event_2023-09-22_S3_S4_157133f5.png,written
2023-05-24_S3_S4_31cada45,S4,B,2023-05-24 09:25:00,2023-05-24 13:19:00,2023-05-24 05:25:00,2023-05-25 21:25:00,3.9,73300.0,18794.9,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-05-24_0925_S4_B_event_2023-05-24_S3_S4_31cada45.png,written
2023-06-02_S3_S4_e824e1bc,S4,B,2023-06-02 15:43:00,2023-06-02 22:12:00,2023-06-02 11:43:00,2023-06-04 03:43:00,6.48,33750.0,5205.7,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-06-02_1543_S4_B_event_2023-06-02_S3_S4_e824e1bc.png,written
2023-06-14_S3_S4_71ac748b,S4,B,2023-06-14 08:25:00,2023-06-14 17:29:00,2023-06-14 04:25:00,2023-06-15 20:25:00,9.07,64100.0,7069.9,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-06-14_0825_S4_B_event_2023-06-14_S3_S4_71ac748b.png,written
2023-06-27_S3_S4_87f629e2,S4,B,2023-06-27 07:53:00,2023-06-27 16:14:00,2023-06-27 03:53:00,2023-06-28 19:53:00,8.35,67850.0,8125.7,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-06-27_0753_S4_B_event_2023-06-27_S3_S4_87f629e2.png,written
2023-07-07_S3_S4_bf19b251,S4,B,2023-07-07 07:46:00,2023-07-07 15:46:00,2023-07-07 03:46:00,2023-07-08 19:46:00,8.0,64250.0,8031.2,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-07-07_0746_S4_B_event_2023-07-07_S3_S4_bf19b251.png,written
2023-07-17_S3_S4_a04fe807,S4,B,2023-07-17 19:19:00,2023-07-18 05:53:00,2023-07-17 15:19:00,2023-07-19 07:19:00,10.57,80450.0,7613.6,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-07-17_1919_S4_B_event_2023-07-17_S3_S4_a04fe807.png,written
2023-07-27_S3_S4_89a0fecc,S4,B,2023-07-27 10:00:00,2023-07-27 17:29:00,2023-07-27 06:00:00,2023-07-28 22:00:00,7.48,25200.0,3367.5,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-07-27_1000_S4_B_event_2023-07-27_S3_S4_89a0fecc.png,written
2023-08-05_S3_S4_0f92146d,S4,B,2023-08-05 08:51:00,2023-08-05 11:03:00,2023-08-05 04:51:00,2023-08-06 20:51:00,2.2,18300.0,8318.2,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-08-05_0851_S4_B_event_2023-08-05_S3_S4_0f92146d.png,written
2023-08-10_S3_S4_7fce3d7b,S4,B,2023-08-10 13:57:00,2023-08-10 19:37:00,2023-08-10 09:57:00,2023-08-12 01:57:00,5.67,52850.0,9326.5,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-08-10_1357_S4_B_event_2023-08-10_S3_S4_7fce3d7b.png,written
2023-08-24_S3_S4_a4b6ae2a,S4,B,2023-08-24 13:47:00,2023-08-24 18:16:00,2023-08-24 09:47:00,2023-08-26 01:47:00,4.48,30125.0,6719.3,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-08-24_1347_S4_B_event_2023-08-24_S3_S4_a4b6ae2a.png,written
2023-09-07_S3_S4_ea877a99,S4,B,2023-09-07 07:38:00,2023-09-07 18:19:00,2023-09-07 03:38:00,2023-09-08 19:38:00,10.68,78850.0,7380.7,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-09-07_0738_S4_B_event_2023-09-07_S3_S4_ea877a99.png,written
2023-09-22_S3_S4_157133f5,S4,B,2023-09-22 07:20:00,2023-09-22 16:18:00,2023-09-22 03:20:00,2023-09-23 19:20:00,8.97,72300.0,8063.2,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2023-09-22_0720_S4_B_event_2023-09-22_S3_S4_157133f5.png,written
