year,strip_group,location,strip,event_id,sensor_col,depth_index,depth_inches,logger_position,irrigation_start,irrigation_end,gallons_group,gallons_strip,event_duration_hours,avg_flow_gph_strip,baseline_vwc,peak_vwc,peak_increase,plateau_vwc,plateau_method,bottom_response_delay_hr,time_to_peak_hours,time_to_plateau_hours,lag_after_irrigation_hr,profile_baseline_storage_gal,profile_plateau_storage_gal,event_storage_gal,efficiency_strip,estimated_loss_gal_strip,local_water_diagnostic_method,sensor_profile_baseline_cs650_water_gal,sensor_profile_plateau_cs650_water_gal,sensor_profile_delta_cs650_water_gal,sensor_profile_baseline_legacy_swc_gal,sensor_profile_plateau_legacy_swc_gal,sensor_profile_delta_legacy_swc_gal
2026.00,S1_S2,west,S1,2026-06-27_S1_S2_be4e641a,VWC_2_raw_S1_B,2,12.00,B,2026-06-27 11:05:00,2026-06-27 16:34:00,67022.00,33511.00,5.48,6111.43,30.26,37.88,7.62,35.82,flat_segment,9.17,9.17,20.67,15.18,13392.09,16485.85,3093.75,0.09,30417.25,cs650_approximate_sensing_volume,1.52,1.86,0.34,0.10,0.12,0.02
2026.00,S1_S2,west,S1,2026-06-27_S1_S2_be4e641a,VWC_3_raw_S1_B,3,18.00,B,2026-06-27 11:05:00,2026-06-27 16:34:00,67022.00,33511.00,5.48,6111.43,14.37,24.59,10.22,23.03,fallback_window,9.17,9.17,13.17,7.68,13392.09,16485.85,3093.75,0.09,30417.25,cs650_approximate_sensing_volume,1.52,1.94,0.41,0.10,0.12,0.03
2026.00,S1_S2,west,S1,2026-07-24_S1_S2_63eb5228,VWC_1_raw_S1_B,1,6.00,B,2026-07-24 08:25:00,2026-07-24 15:43:00,68250.00,34125.00,7.30,4674.66,16.44,37.37,20.93,37.31,flat_segment,22.83,22.83,24.08,16.78,6311.29,15752.09,9440.79,0.28,24684.21,cs650_approximate_sensing_volume,0.72,1.77,1.05,0.05,0.11,0.07
2026.00,S1_S2,west,S1,2026-07-24_S1_S2_63eb5228,VWC_2_raw_S1_B,2,12.00,B,2026-07-24 08:25:00,2026-07-24 15:43:00,68250.00,34125.00,7.30,4674.66,12.00,36.28,24.28,36.41,flat_segment,23.83,23.83,24.83,17.53,6311.29,15752.09,9440.79,0.28,24684.21,cs650_approximate_sensing_volume,0.72,1.77,1.05,0.05,0.11,0.07
2026.00,S1_S2,west,S1,2026-07-24_S1_S2_63eb5228,VWC_3_raw_S1_B,3,18.00,B,2026-07-24 08:25:00,2026-07-24 15:43:00,68250.00,34125.00,7.30,4674.66,6.42,13.50,7.08,13.32,flat_segment,13.08,13.08,14.58,7.28,6311.29,15752.09,9440.79,0.28,24684.21,cs650_approximate_sensing_volume,0.72,1.56,0.84,0.05,0.10,0.05
2026.00,S1_S2,west,S1,2026-08-14_S1_S2_72b4c1d7,VWC_1_raw_S1_B,1,6.00,B,2026-08-14 10:25:00,2026-08-14 13:47:00,42700.00,21350.00,3.37,6341.58,18.55,28.60,10.05,32.60,flat_segment,23.83,23.83,34.58,31.22,7152.55,11408.07,4255.52,0.20,17094.48,cs650_approximate_sensing_volume,0.81,1.31,0.50,0.05,0.08,0.03
2026.00,S1_S2,west,S1,2026-08-14_S1_S2_72b4c1d7,VWC_2_raw_S1_B,2,12.00,B,2026-08-14 10:25:00,2026-08-14 13:47:00,42700.00,21350.00,3.37,6341.58,14.23,21.28,7.05,21.24,flat_segment,22.83,22.83,23.08,19.72,7152.55,11408.07,4255.52,0.20,17094.48,cs650_approximate_sensing_volume,0.81,1.21,0.39,0.05,0.08,0.02
2026.00,S1_S2,west,S1,2026-08-14_S1_S2_72b4c1d7,VWC_3_raw_S1_B,3,18.00,B,2026-08-14 10:25:00,2026-08-14 13:47:00,42700.00,21350.00,3.37,6341.58,6.74,9.19,2.45,9.19,flat_segment,23.58,23.58,23.83,20.47,7152.55,11408.07,4255.52,0.20,17094.48,cs650_approximate_sensing_volume,0.81,1.22,0.40,0.05,0.08,0.02
2026.00,S1_S2,west,S2,2026-04-21_S1_S2_001c30f6,VWC_1_raw_S2_B,1,6.00,B,2026-04-21 14:54:00,2026-04-22 08:52:00,221700.00,110850.00,17.97,6169.76,9.74,41.82,32.08,34.41,fallback_window,20.35,20.35,24.35,6.38,4960.87,19048.17,14087.30,0.13,96762.70,cs650_approximate_sensing_volume,0.57,2.19,1.62,0.04,0.14,0.10
2026.00,S1_S2,west,S2,2026-04-21_S1_S2_001c30f6,VWC_2_raw_S2_B,2,12.00,B,2026-04-21 14:54:00,2026-04-22 08:52:00,221700.00,110850.00,17.97,6169.76,9.16,37.01,27.85,34.57,fallback_window,20.10,20.10,24.10,6.13,4960.87,19048.17,14087.30,0.13,96762.70,cs650_approximate_sensing_volume,0.57,2.20,1.64,0.04,0.14,0.10
2026.00,S1_S2,west,S2,2026-04-21_S1_S2_001c30f6,VWC_3_raw_S2_B,3,18.00,B,2026-04-21 14:54:00,2026-04-22 08:52:00,221700.00,110850.00,17.97,6169.76,8.52,40.21,31.69,36.27,fallback_window,20.10,20.10,24.10,6.13,4960.87,19048.17,14087.30,0.13,96762.70,cs650_approximate_sensing_volume,0.57,2.20,1.64,0.04,0.14,0.10
2026.00,S1_S2,west,S2,2026-05-20_S1_S2_49743b7c,VWC_1_raw_S2_B,1,6.00,B,2026-05-20 11:23:00,2026-05-20 17:53:00,108800.00,54400.00,6.50,8369.23,10.16,40.95,30.79,34.14,fallback_window,8.12,8.12,12.12,5.62,7252.63,17993.90,10741.27,0.20,43658.73,cs650_approximate_sensing_volume,0.82,2.12,1.29,0.05,0.14,0.08
2026.00,S1_S2,west,S2,2026-05-20_S1_S2_49743b7c,VWC_2_raw_S2_B,2,12.00,B,2026-05-20 11:23:00,2026-05-20 17:53:00,108800.00,54400.00,6.50,8369.23,12.43,34.77,22.33,30.17,flat_segment,8.12,8.12,21.62,15.12,7252.63,17993.90,10741.27,0.20,43658.73,cs650_approximate_sensing_volume,0.82,1.92,1.09,0.05,0.12,0.07
2026.00,S1_S2,west,S2,2026-05-20_S1_S2_49743b7c,VWC_3_raw_S2_B,3,18.00,B,2026-05-20 11:23:00,2026-05-20 17:53:00,108800.00,54400.00,6.50,8369.23,17.48,39.43,21.95,35.12,fallback_window,8.37,8.37,12.37,5.87,7252.63,17993.90,10741.27,0.20,43658.73,cs650_approximate_sensing_volume,0.82,2.11,1.28,0.05,0.14,0.08
2026.00,S1_S2,west,S2,2026-06-20_S1_S2_ba82572f,VWC_1_raw_S2_B,1,6.00,B,2026-06-20 08:00:00,2026-06-20 17:03:00,131400.00,65700.00,9.05,7259.67,9.97,40.74,30.77,35.97,flat_segment,10.75,10.75,12.25,3.20,7021.44,19197.38,12175.94,0.19,53524.06,cs650_approximate_sensing_volume,0.80,2.26,1.46,0.05,0.15,0.09
2026.00,S1_S2,west,S2,2026-06-20_S1_S2_ba82572f,VWC_2_raw_S2_B,2,12.00,B,2026-06-20 08:00:00,2026-06-20 17:03:00,131400.00,65700.00,9.05,7259.67,9.61,35.43,25.81,31.56,flat_segment,11.50,11.50,24.00,14.95,7021.44,19197.38,12175.94,0.19,53524.06,cs650_approximate_sensing_volume,0.80,2.04,1.24,0.05,0.13,0.08
2026.00,S1_S2,west,S2,2026-06-20_S1_S2_ba82572f,VWC_3_raw_S2_B,3,18.00,B,2026-06-20 08:00:00,2026-06-20 17:03:00,131400.00,65700.00,9.05,7259.67,19.22,39.98,20.76,38.55,flat_segment,11.00,11.00,12.50,3.45,7021.44,19197.38,12175.94,0.19,53524.06,cs650_approximate_sensing_volume,0.80,2.26,1.46,0.05,0.15,0.09
2026.00,S1_S2,west,S2,2026-06-27_S1_S2_be4e641a,VWC_1_raw_S2_B,1,6.00,B,2026-06-27 11:05:00,2026-06-27 16:34:00,67022.00,33511.00,5.48,6111.43,21.32,35.94,14.63,35.37,flat_segment,7.42,7.42,8.67,3.18,13873.66,20053.93,6180.27,0.18,27330.73,cs650_approximate_sensing_volume,1.58,2.28,0.70,0.10,0.15,0.04
2026.00,S1_S2,west,S2,2026-06-27_S1_S2_be4e641a,VWC_2_raw_S2_B,2,12.00,B,2026-06-27 11:05:00,2026-06-27 16:34:00,67022.00,33511.00,5.48,6111.43,25.35,36.49,11.14,36.47,flat_segment,9.17,9.17,9.42,3.93,13873.66,20053.93,6180.27,0.18,27330.73,cs650_approximate_sensing_volume,1.58,2.28,0.70,0.10,0.15,0.04
2026.00,S1_S2,west,S2,2026-06-27_S1_S2_be4e641a,VWC_3_raw_S2_B,3,18.00,B,2026-06-27 11:05:00,2026-06-27 16:34:00,67022.00,33511.00,5.48,6111.43,30.00,39.00,9.00,38.97,flat_segment,9.17,9.17,9.42,3.93,13873.66,20053.93,6180.27,0.18,27330.73,cs650_approximate_sensing_volume,1.58,2.28,0.70,0.10,0.15,0.04
2026.00,S1_S2,west,S2,2026-07-24_S1_S2_63eb5228,VWC_1_raw_S2_B,1,6.00,B,2026-07-24 08:25:00,2026-07-24 15:43:00,68250.00,34125.00,7.30,4674.66,9.33,34.12,24.79,28.27,flat_segment,9.08,9.08,19.08,11.78,7043.06,16387.67,9344.60,0.27,24780.40,cs650_approximate_sensing_volume,0.80,1.82,1.02,0.05,0.12,0.07
2026.00,S1_S2,west,S2,2026-07-24_S1_S2_63eb5228,VWC_2_raw_S2_B,2,12.00,B,2026-07-24 08:25:00,2026-07-24 15:43:00,68250.00,34125.00,7.30,4674.66,10.62,32.69,22.07,30.30,flat_segment,9.08,9.08,19.08,11.78,7043.06,16387.67,9344.60,0.27,24780.40,cs650_approximate_sensing_volume,0.80,1.82,1.02,0.05,0.12,0.07
2026.00,S1_S2,west,S2,2026-07-24_S1_S2_63eb5228,VWC_3_raw_S2_B,3,18.00,B,2026-07-24 08:25:00,2026-07-24 15:43:00,68250.00,34125.00,7.30,4674.66,18.96,37.43,18.47,31.98,fallback_window,9.08,9.08,13.08,5.78,7043.06,16387.67,9344.60,0.27,24780.40,cs650_approximate_sensing_volume,0.80,1.92,1.12,0.05,0.12,0.07
2026.00,S1_S2,west,S2,2026-08-14_S1_S2_72b4c1d7,VWC_1_raw_S2_B,1,6.00,B,2026-08-14 10:25:00,2026-08-14 13:47:00,42700.00,21350.00,3.37,6341.58,9.54,28.11,18.57,25.83,flat_segment,6.08,6.08,14.33,10.97,7090.75,14505.63,7414.88,0.35,13935.12,cs650_approximate_sensing_volume,0.81,1.61,0.80,0.05,0.10,0.05
2026.00,S1_S2,west,S2,2026-08-14_S1_S2_72b4c1d7,VWC_2_raw_S2_B,2,12.00,B,2026-08-14 10:25:00,2026-08-14 13:47:00,42700.00,21350.00,3.37,6341.58,11.77,26.86,15.08,26.01,flat_segment,5.33,5.33,9.83,6.47,7090.75,14505.63,7414.88,0.35,13935.12,cs650_approximate_sensing_volume,0.81,1.66,0.86,0.05,0.11,0.05
2026.00,S1_S2,west,S2,2026-08-14_S1_S2_72b4c1d7,VWC_3_raw_S2_B,3,18.00,B,2026-08-14 10:25:00,2026-08-14 13:47:00,42700.00,21350.00,3.37,6341.58,17.86,35.20,17.34,28.32,fallback_window,5.08,5.08,9.08,5.72,7090.75,14505.63,7414.88,0.35,13935.12,cs650_approximate_sensing_volume,0.81,1.68,0.87,0.05,0.11,0.06
2026.00,S3_S4,east,S3,2026-04-21_S3_S4_ed1ed131,VWC_1_raw_S3_B,1,6.00,B,2026-04-21 14:54:00,2026-04-22 08:52:00,221700.00,110850.00,17.97,6169.76,10.86,34.61,23.75,34.59,flat_segment,18.85,18.85,19.10,1.13,5781.13,16929.50,11148.37,0.10,99701.63,cs650_approximate_sensing_volume,0.66,1.99,1.33,0.04,0.13,0.08
2026.00,S3_S4,east,S3,2026-04-21_S3_S4_ed1ed131,VWC_2_raw_S3_B,2,12.00,B,2026-04-21 14:54:00,2026-04-22 08:52:00,221700.00,110850.00,17.97,6169.76,11.77,32.80,21.03,29.70,flat_segment,18.85,18.85,30.85,12.88,5781.13,16929.50,11148.37,0.10,99701.63,cs650_approximate_sensing_volume,0.66,1.73,1.07,0.04,0.11,0.07
2026.00,S3_S4,east,S3,2026-04-21_S3_S4_ed1ed131,VWC_3_raw_S3_B,3,18.00,B,2026-04-21 14:54:00,2026-04-22 08:52:00,221700.00,110850.00,17.97,6169.76,9.31,29.28,19.96,29.25,flat_segment,5.85,5.85,6.10,-11.87,5781.13,16929.50,11148.37,0.10,99701.63,cs650_approximate_sensing_volume,0.66,1.98,1.32,0.04,0.13,0.08
2026.00,S3_S4,east,S3,2026-05-08_S3_S4_989607cc,VWC_1_raw_S3_B,1,6.00,B,2026-05-08 09:00:00,2026-05-08 19:14:00,180700.00,90350.00,10.23,8828.99,19.14,35.15,16.01,35.11,flat_segment,10.75,10.75,11.00,0.77,9916.66,17527.53,7610.87,0.08,82739.13,cs650_approximate_sensing_volume,1.12,2.06,0.93,0.07,0.13,0.06
2026.00,S3_S4,east,S3,2026-05-08_S3_S4_989607cc,VWC_2_raw_S3_B,2,12.00,B,2026-05-08 09:00:00,2026-05-08 19:14:00,180700.00,90350.00,10.23,8828.99,21.57,34.17,12.60,30.48,flat_segment,11.00,11.00,19.50,9.27,9916.66,17527.53,7610.87,0.08,82739.13,cs650_approximate_sensing_volume,1.12,1.77,0.64,0.07,0.11,0.04
2026.00,S3_S4,east,S3,2026-05-08_S3_S4_989607cc,VWC_3_raw_S3_B,3,18.00,B,2026-05-08 09:00:00,2026-05-08 19:14:00,180700.00,90350.00,10.23,8828.99,14.09,31.30,17.21,31.26,flat_segment,5.00,5.00,5.25,-4.98,9916.66,17527.53,7610.87,0.08,82739.13,cs650_approximate_sensing_volume,1.12,2.06,0.93,0.07,0.13,0.06
2026.00,S3_S4,east,S3,2026-05-21_S3_S4_272f948e,VWC_1_raw_S3_B,1,6.00,B,2026-05-21 13:27:00,2026-05-21 19:54:00,119700.00,59850.00,6.45,9279.07,15.42,34.14,18.71,34.12,flat_segment,6.30,6.30,6.55,0.10,8856.43,17178.07,8321.65,0.14,51528.35,cs650_approximate_sensing_volume,1.00,1.99,0.98,0.06,0.13,0.06
2026.00,S3_S4,east,S3,2026-05-21_S3_S4_272f948e,VWC_2_raw_S3_B,2,12.00,B,2026-05-21 13:27:00,2026-05-21 19:54:00,119700.00,59850.00,6.45,9279.07,18.67,32.48,13.81,32.43,flat_segment,6.05,6.05,6.30,-0.15,8856.43,17178.07,8321.65,0.14,51528.35,cs650_approximate_sensing_volume,1.00,1.99,0.99,0.06,0.13,0.06
2026.00,S3_S4,east,S3,2026-05-21_S3_S4_272f948e,VWC_3_raw_S3_B,3,18.00,B,2026-05-21 13:27:00,2026-05-21 19:54:00,119700.00,59850.00,6.45,9279.07,14.84,30.20,15.35,28.36,fallback_window,4.30,4.30,8.30,1.85,8856.43,17178.07,8321.65,0.14,51528.35,cs650_approximate_sensing_volume,1.00,1.96,0.96,0.06,0.13,0.06
2026.00,S3_S4,east,S3,2026-06-05_S3_S4_f5beba0a,VWC_1_raw_S3_B,1,6.00,B,2026-06-05 14:19:00,2026-06-05 20:47:00,107800.00,53900.00,6.47,8335.05,12.01,35.25,23.24,33.97,fallback_window,7.93,7.93,11.93,5.47,6751.06,16201.90,9450.84,0.18,44449.16,cs650_approximate_sensing_volume,0.77,1.85,1.09,0.05,0.12,0.07
2026.00,S3_S4,east,S3,2026-06-05_S3_S4_f5beba0a,VWC_2_raw_S3_B,2,12.00,B,2026-06-05 14:19:00,2026-06-05 20:47:00,107800.00,53900.00,6.47,8335.05,12.13,32.05,19.92,30.10,flat_segment,7.43,7.43,15.18,8.72,6751.06,16201.90,9450.84,0.18,44449.16,cs650_approximate_sensing_volume,0.77,1.80,1.04,0.05,0.12,0.07
2026.00,S3_S4,east,S3,2026-06-05_S3_S4_f5beba0a,VWC_3_raw_S3_B,3,18.00,B,2026-06-05 14:19:00,2026-06-05 20:47:00,107800.00,53900.00,6.47,8335.05,13.16,28.16,14.99,25.46,fallback_window,6.93,6.93,10.93,4.47,6751.06,16201.90,9450.84,0.18,44449.16,cs650_approximate_sensing_volume,0.77,1.88,1.12,0.05,0.12,0.07
2026.00,S3_S4,east,S3,2026-06-20_S3_S4_47159afc,VWC_1_raw_S3_B,1,6.00,B,2026-06-20 08:00:00,2026-06-20 17:03:00,131400.00,65700.00,9.05,7259.67,18.89,35.65,16.76,35.09,flat_segment,8.50,8.50,10.50,1.45,12747.64,19558.43,6810.78,0.10,58889.22,cs650_approximate_sensing_volume,1.45,2.22,0.78,0.09,0.14,0.05
2026.00,S3_S4,east,S3,2026-06-20_S3_S4_47159afc,VWC_2_raw_S3_B,2,12.00,B,2026-06-20 08:00:00,2026-06-20 17:03:00,131400.00,65700.00,9.05,7259.67,27.91,35.80,7.89,35.76,flat_segment,14.75,14.75,15.00,5.95,12747.64,19558.43,6810.78,0.10,58889.22,cs650_approximate_sensing_volume,1.45,2.22,0.77,0.09,0.14,0.05
2026.00,S3_S4,east,S3,2026-06-20_S3_S4_47159afc,VWC_3_raw_S3_B,3,18.00,B,2026-06-20 08:00:00,2026-06-20 17:03:00,131400.00,65700.00,9.05,7259.67,23.65,37.29,13.65,37.22,flat_segment,11.50,11.50,11.75,2.70,12747.64,19558.43,6810.78,0.10,58889.22,cs650_approximate_sensing_volume,1.45,2.22,0.78,0.09,0.14,0.05
2026.00,S3_S4,east,S3,2026-06-27_S3_S4_dc68d0eb,VWC_1_raw_S3_B,1,6.00,B,2026-06-27 11:05:00,2026-06-27 16:34:00,67022.00,33511.00,5.48,6111.43,19.05,35.77,16.72,35.75,flat_segment,7.67,7.67,7.92,2.43,13088.78,19865.00,6776.22,0.20,26734.78,cs650_approximate_sensing_volume,1.49,2.25,0.76,0.10,0.14,0.05
2026.00,S3_S4,east,S3,2026-06-27_S3_S4_dc68d0eb,VWC_2_raw_S3_B,2,12.00,B,2026-06-27 11:05:00,2026-06-27 16:34:00,67022.00,33511.00,5.48,6111.43,28.04,36.72,8.68,36.69,flat_segment,13.92,13.92,14.17,8.68,13088.78,19865.00,6776.22,0.20,26734.78,cs650_approximate_sensing_volume,1.49,2.25,0.77,0.10,0.15,0.05
2026.00,S3_S4,east,S3,2026-06-27_S3_S4_dc68d0eb,VWC_3_raw_S3_B,3,18.00,B,2026-06-27 11:05:00,2026-06-27 16:34:00,67022.00,33511.00,5.48,6111.43,25.24,37.33,12.10,37.33,flat_segment,15.17,15.17,15.42,9.93,13088.78,19865.00,6776.22,0.20,26734.78,cs650_approximate_sensing_volume,1.49,2.24,0.75,0.10,0.14,0.05
2026.00,S3_S4,east,S3,2026-07-05_S3_S4_b3db7964,VWC_1_raw_S3_B,1,6.00,B,2026-07-05 11:24:00,2026-07-05 18:13:00,113300.00,56650.00,6.82,8310.51,15.93,34.51,18.58,34.44,flat_segment,2.85,2.85,3.10,-3.72,10056.10,18959.40,8903.30,0.16,47746.70,cs650_approximate_sensing_volume,1.13,2.06,0.93,0.07,0.13,0.06
2026.00,S3_S4,east,S3,2026-07-05_S3_S4_b3db7964,VWC_2_raw_S3_B,2,12.00,B,2026-07-05 11:24:00,2026-07-05 18:13:00,113300.00,56650.00,6.82,8310.51,20.32,34.41,14.09,34.38,flat_segment,6.85,6.85,7.10,0.28,10056.10,18959.40,8903.30,0.16,47746.70,cs650_approximate_sensing_volume,1.13,2.14,1.01,0.07,0.14,0.07
2026.00,S3_S4,east,S3,2026-07-05_S3_S4_b3db7964,VWC_3_raw_S3_B,3,18.00,B,2026-07-05 11:24:00,2026-07-05 18:13:00,113300.00,56650.00,6.82,8310.51,19.32,35.98,16.66,35.95,flat_segment,10.60,10.60,10.85,4.03,10056.10,18959.40,8903.30,0.16,47746.70,cs650_approximate_sensing_volume,1.13,2.14,1.01,0.07,0.14,0.06
2026.00,S3_S4,east,S3,2026-07-24_S3_S4_d28f9731,VWC_1_raw_S3_B,1,6.00,B,2026-07-24 08:25:00,2026-07-24 15:43:00,68250.00,34125.00,7.30,4674.66,11.65,35.94,24.28,31.49,fallback_window,7.83,7.83,22.33,15.03,6561.67,14648.96,8087.29,0.24,26037.71,cs650_approximate_sensing_volume,0.75,1.67,0.93,0.05,0.11,0.06
2026.00,S3_S4,east,S3,2026-07-24_S3_S4_d28f9731,VWC_2_raw_S3_B,2,12.00,B,2026-07-24 08:25:00,2026-07-24 15:43:00,68250.00,34125.00,7.30,4674.66,12.47,32.70,20.24,28.87,fallback_window,7.58,7.58,22.33,15.03,6561.67,14648.96,8087.29,0.24,26037.71,cs650_approximate_sensing_volume,0.75,1.67,0.93,0.05,0.11,0.06
2026.00,S3_S4,east,S3,2026-07-24_S3_S4_d28f9731,VWC_3_raw_S3_B,3,18.00,B,2026-07-24 08:25:00,2026-07-24 15:43:00,68250.00,34125.00,7.30,4674.66,12.14,28.56,16.42,20.58,fallback_window,7.08,7.08,22.33,15.03,6561.67,14648.96,8087.29,0.24,26037.71,cs650_approximate_sensing_volume,0.75,1.67,0.93,0.05,0.11,0.06
2026.00,S3_S4,east,S3,2026-08-14_S3_S4_1912adab,VWC_1_raw_S3_B,1,6.00,B,2026-08-14 10:25:00,2026-08-14 13:47:00,42700.00,21350.00,3.37,6341.58,11.45,34.60,23.14,,fallback_empty,3.83,3.83,,,6064.08,0.00,0.00,0.00,21350.00,cs650_approximate_sensing_volume,0.69,,,0.04,,
2026.00,S3_S4,east,S3,2026-08-14_S3_S4_1912adab,VWC_2_raw_S3_B,2,12.00,B,2026-08-14 10:25:00,2026-08-14 13:47:00,42700.00,21350.00,3.37,6341.58,12.28,29.56,17.27,,fallback_empty,4.33,4.33,,,6064.08,0.00,0.00,0.00,21350.00,cs650_approximate_sensing_volume,0.69,,,0.04,,
2026.00,S3_S4,east,S3,2026-08-14_S3_S4_1912adab,VWC_3_raw_S3_B,3,18.00,B,2026-08-14 10:25:00,2026-08-14 13:47:00,42700.00,21350.00,3.37,6341.58,9.77,26.04,16.27,,fallback_empty,3.83,3.83,,,6064.08,0.00,0.00,0.00,21350.00,cs650_approximate_sensing_volume,0.69,,,0.04,,
2026.00,S3_S4,east,S4,2026-04-21_S3_S4_ed1ed131,VWC_1_raw_S4_B,1,6.00,B,2026-04-21 14:54:00,2026-04-22 08:52:00,221700.00,110850.00,17.97,6169.76,22.00,49.66,27.66,46.80,fallback_window,13.60,13.60,17.60,-0.37,11680.08,23016.75,11336.68,0.10,99513.32,cs650_approximate_sensing_volume,1.34,2.69,1.35,0.09,0.17,0.09
2026.00,S3_S4,east,S4,2026-04-21_S3_S4_ed1ed131,VWC_2_raw_S4_B,2,12.00,B,2026-04-21 14:54:00,2026-04-22 08:52:00,221700.00,110850.00,17.97,6169.76,24.97,39.88,14.91,35.79,flat_segment,17.35,17.35,29.85,11.88,11680.08,23016.75,11336.68,0.10,99513.32,cs650_approximate_sensing_volume,1.34,2.43,1.09,0.09,0.16,0.07
