year,strip,event_id,depth_inches,irrigation_start,irrigation_end,gallons_strip,event_duration_hours,distance_T_ft,distance_M_ft,distance_B_ft,arrival_T_min,arrival_M_min,arrival_B_min,T_to_M_min,M_to_B_min,T_to_B_min,T_to_M_ft_per_min,M_to_B_ft_per_min,T_to_B_ft_per_min,alt_arrival_T_min,alt_arrival_M_min,alt_arrival_B_min,alt_T_to_M_min,alt_M_to_B_min,alt_T_to_B_min,alt_T_to_M_ft_per_min,alt_M_to_B_ft_per_min,alt_T_to_B_ft_per_min,avg_flow_gph_strip,treatment,irrigation_regime,pair,strict_ordered_arrivals,top_to_bottom_ordered,top_to_middle_min,middle_to_bottom_min,top_to_bottom_min,event_qc_eligible,event_qc_reason,complete_three_zone_coverage,unretained_eligible,unretained_gal_strip,unretained_fraction,estimated_storage_gal_strip_0_18in,estimated_storage_fraction_0_18in,bottom_6in_arrival_delay_hr,post_bottom_6in_arrival_runtime_hr,post_bottom_6in_arrival_applied_gal,post_bottom_6in_arrival_applied_fraction,end_of_field_unretained_eligible,estimated_end_of_field_unretained_gal_strip,estimated_end_of_field_unretained_fraction,log_flow,log_gallons,arrival_model_eligible
2023,S1,2023-05-23_S1_S2_176caf9a,6.0,2023-05-23 15:25:00,2023-05-23 19:19:00,72500.0,3.9,54.0,169.0,284.0,5.0,140.0,,135.0,,,0.85,,,-85.0,140.0,5.0,225.0,-135.0,90.0,0.51,,2.56,18589.74358974359,biochar,monthly,S1_S2,False,False,135.0,,,False,bottom_response_too_early; unexplained_pre_start_response,False,False,,,,,,,,,False,,,9.830365287707165,11.191341840842766,False
2023,S2,2023-05-23_S1_S2_176caf9a,6.0,2023-05-23 15:25:00,2023-05-23 19:19:00,72500.0,3.9,54.0,169.0,284.0,140.0,5.0,50.0,-135.0,45.0,-90.0,,2.56,,-235.0,-340.0,-415.0,-105.0,-75.0,-180.0,,,,18589.74358974359,control,monthly,S1_S2,False,False,-135.0,45.0,-90.0,False,unexplained_pre_start_response,False,False,,,,,0.83,3.07,57008.55,0.79,False,,,9.830365287707165,11.191341840842766,False
2023,S3,2023-05-24_S3_S4_31cada45,6.0,2023-05-24 09:25:00,2023-05-24 13:19:00,73300.0,3.9,,169.0,284.0,,605.0,230.0,,-375.0,,,,,,605.0,230.0,,-375.0,,,,,18794.871794871797,biochar,biweekly,S3_S4,False,False,,-375.0,,True,ok,False,False,,,,,3.83,0.07,1252.99,0.02,False,,,9.841339334739143,11.202315887874743,False
2023,S4,2023-05-24_S3_S4_31cada45,6.0,2023-05-24 09:25:00,2023-05-24 13:19:00,73300.0,3.9,54.0,169.0,284.0,20.0,125.0,365.0,105.0,240.0,345.0,1.1,0.48,0.67,35.0,140.0,380.0,105.0,240.0,345.0,1.1,0.48,0.67,18794.871794871797,control,biweekly,S3_S4,True,True,105.0,240.0,345.0,False,bottom_response_too_early,False,False,,,,,6.08,0.0,0.0,0.0,False,,,9.841339334739143,11.202315887874743,False
2023,S1,2023-06-01_S1_S2_5b27ce31,6.0,2023-06-01 11:16:08,2023-06-01 18:45:00,33650.0,7.48,54.0,169.0,284.0,208.87,223.87,,15.0,,,7.67,,,238.87,223.87,,-15.0,,,,,,4498.6631016042775,biochar,monthly,S1_S2,False,False,15.0,,,True,ok,False,False,,,,,,,,,False,,,8.411535543086488,10.423768335072873,False
2023,S2,2023-06-01_S1_S2_5b27ce31,6.0,2023-06-01 11:16:08,2023-06-01 18:45:00,33650.0,7.48,54.0,169.0,284.0,148.87,358.87,313.87,210.0,-45.0,165.0,0.55,,1.39,148.87,358.87,313.87,210.0,-45.0,165.0,0.55,,1.39,4498.6631016042775,control,monthly,S1_S2,False,True,210.0,-45.0,165.0,True,ok,False,False,,,,,5.23,2.25,10120.44,0.3,False,,,8.411535543086488,10.423768335072873,True
2023,S3,2023-06-02_S3_S4_e824e1bc,6.0,2023-06-02 15:43:00,2023-06-02 22:12:00,33750.0,6.48,,169.0,284.0,,662.0,167.0,,-495.0,,,,,,677.0,182.0,,-495.0,,,,,5208.333333333333,biochar,biweekly,S3_S4,False,False,,-495.0,,True,ok,False,False,,,,,2.78,3.7,19260.75,0.57,False,,,8.558015185936492,10.426735696300677,False
2023,S4,2023-06-02_S3_S4_e824e1bc,6.0,2023-06-02 15:43:00,2023-06-02 22:12:00,33750.0,6.48,54.0,169.0,284.0,167.0,,,,,,,,,197.0,,,,,,,,,5208.333333333333,control,biweekly,S3_S4,False,False,,,,,,,,,,,,,,,,,,,8.558015185936492,10.426735696300677,False
2023,S3,2023-06-14_S3_S4_71ac748b,6.0,2023-06-14 08:25:00,2023-06-14 17:29:00,64100.0,9.07,54.0,169.0,284.0,65.0,650.0,140.0,585.0,-510.0,75.0,0.2,,3.07,65.0,650.0,140.0,585.0,-510.0,75.0,0.2,,3.07,7067.254685777288,biochar,biweekly,S3_S4,False,True,585.0,-510.0,75.0,True,ok,False,False,,,,,2.33,6.73,47603.91,0.74,False,,,8.863227378781716,11.06819964290876,True
2023,S4,2023-06-14_S3_S4_71ac748b,6.0,2023-06-14 08:25:00,2023-06-14 17:29:00,64100.0,9.07,54.0,169.0,284.0,185.0,365.0,500.0,180.0,135.0,315.0,0.64,0.85,0.73,200.0,395.0,545.0,195.0,150.0,345.0,0.59,0.77,0.67,7067.254685777288,control,biweekly,S3_S4,True,True,180.0,135.0,315.0,True,ok,True,True,43451.95,0.68,20648.05,0.32,8.33,0.73,5184.79,0.08,True,43451.95,0.68,8.863227378781716,11.06819964290876,True
2023,S1,2023-06-26_S1_S2_69e5d9b6,6.0,2023-06-26 09:31:00,2023-06-26 16:02:00,44700.0,6.52,54.0,169.0,284.0,59.0,89.0,,30.0,,,3.83,,,104.0,134.0,,30.0,,,3.83,,,6855.828220858896,biochar,monthly,S1_S2,False,False,30.0,,,True,ok,False,False,,,,,,,,,False,,,8.832854404663099,10.707728780601661,False
2023,S2,2023-06-26_S1_S2_69e5d9b6,6.0,2023-06-26 09:31:00,2023-06-26 16:02:00,44700.0,6.52,54.0,169.0,284.0,134.0,89.0,104.0,-45.0,15.0,-30.0,,7.67,,134.0,89.0,149.0,-45.0,60.0,15.0,,1.92,15.33,6855.828220858896,control,monthly,S1_S2,False,False,-45.0,15.0,-30.0,True,ok,True,True,2695.6,0.06,42004.4,0.94,1.73,4.78,32810.71,0.73,True,2695.6,0.06,8.832854404663099,10.707728780601661,False
2023,S3,2023-06-27_S3_S4_87f629e2,6.0,2023-06-27 07:53:00,2023-06-27 16:14:00,67850.0,8.35,54.0,169.0,284.0,37.0,562.0,127.0,525.0,-435.0,90.0,0.22,,2.56,37.0,562.0,127.0,525.0,-435.0,90.0,0.22,,2.56,8125.748502994013,biochar,biweekly,S3_S4,False,True,525.0,-435.0,90.0,True,ok,False,False,,,,,2.12,6.23,50650.5,0.75,False,,,9.00279312640025,11.125054665263015,True
2023,S4,2023-06-27_S3_S4_87f629e2,6.0,2023-06-27 07:53:00,2023-06-27 16:14:00,67850.0,8.35,54.0,169.0,284.0,7.0,247.0,487.0,240.0,240.0,480.0,0.48,0.48,0.48,-8.0,262.0,502.0,270.0,240.0,510.0,0.43,0.48,0.45,8125.748502994013,control,biweekly,S3_S4,True,True,240.0,240.0,480.0,,,,,,,,,,,,,,,,9.00279312640025,11.125054665263015,False
2023,S3,2023-07-07_S3_S4_bf19b251,6.0,2023-07-07 07:46:00,2023-07-07 15:46:00,64250.0,8.0,54.0,169.0,284.0,29.0,554.0,134.0,525.0,-420.0,105.0,0.22,,2.19,29.0,554.0,134.0,525.0,-420.0,105.0,0.22,,2.19,8031.25,biochar,biweekly,S3_S4,False,True,525.0,-420.0,105.0,True,ok,False,False,,,,,2.23,5.77,46313.54,0.72,False,,,8.99109546107763,11.070537002757467,True
2023,S4,2023-07-07_S3_S4_bf19b251,6.0,2023-07-07 07:46:00,2023-07-07 15:46:00,64250.0,8.0,54.0,169.0,284.0,44.0,224.0,299.0,180.0,75.0,255.0,0.64,1.53,0.9,-16.0,224.0,299.0,240.0,75.0,315.0,0.48,1.53,0.73,8031.25,control,biweekly,S3_S4,True,True,180.0,75.0,255.0,,,,,,,,,,,,,,,,8.99109546107763,11.070537002757467,False
2023,S1,2023-07-17_S1_S2_ae0a89b4,6.0,2023-07-17 08:04:00,2023-07-17 16:04:00,60450.0,8.0,54.0,169.0,284.0,11.0,56.0,,45.0,,,2.56,,,-34.0,101.0,,135.0,,,0.85,,,7556.25,biochar,monthly,S1_S2,False,False,45.0,,,True,ok,False,False,,,,,,,,,False,,,8.930130314363103,11.009571856042939,False
2023,S2,2023-07-17_S1_S2_ae0a89b4,6.0,2023-07-17 08:04:00,2023-07-17 16:04:00,60450.0,8.0,54.0,169.0,284.0,146.0,86.0,86.0,-60.0,0.0,-60.0,,,,146.0,86.0,131.0,-60.0,45.0,-15.0,,2.56,,7556.25,control,monthly,S1_S2,False,False,-60.0,0.0,-60.0,True,ok,True,True,14787.28,0.24,45662.72,0.76,1.43,6.57,49619.38,0.82,True,14787.28,0.24,8.930130314363103,11.009571856042939,False
2023,S3,2023-07-17_S3_S4_a04fe807,6.0,2023-07-17 19:19:00,2023-07-18 05:53:00,80450.0,10.57,54.0,169.0,284.0,41.0,,131.0,,,90.0,,,2.56,41.0,1256.0,131.0,1215.0,-1125.0,90.0,0.09,,2.56,7611.163670766319,biochar,biweekly,S3_S4,False,True,,,90.0,True,ok,True,True,49574.29,0.62,30875.71,0.38,2.18,8.38,63827.3,0.79,True,49574.29,0.62,8.937371352538383,11.29539115242053,True
2023,S4,2023-07-17_S3_S4_a04fe807,6.0,2023-07-17 19:19:00,2023-07-18 05:53:00,80450.0,10.57,54.0,169.0,284.0,281.0,221.0,,-60.0,,,,,,-4.0,236.0,881.0,240.0,645.0,885.0,0.48,0.18,0.26,7611.163670766319,control,biweekly,S3_S4,False,False,-60.0,,,False,unexplained_pre_start_response,True,False,54201.07,0.67,26248.93,0.33,,,,,False,,,8.937371352538383,11.29539115242053,False
2023,S3,2023-07-27_S3_S4_89a0fecc,6.0,2023-07-27 10:00:00,2023-07-27 17:29:00,25200.0,7.48,54.0,169.0,284.0,90.0,585.0,195.0,495.0,-390.0,105.0,0.23,,2.19,90.0,585.0,195.0,495.0,-390.0,105.0,0.23,,2.19,3368.9839572192514,biochar,biweekly,S3_S4,False,True,495.0,-390.0,105.0,True,ok,False,False,,,,,3.25,4.23,14255.57,0.57,False,,,8.12236648151313,10.134599273499514,True
2023,S4,2023-07-27_S3_S4_89a0fecc,6.0,2023-07-27 10:00:00,2023-07-27 17:29:00,25200.0,7.48,54.0,169.0,284.0,,,,,,,,,,-75.0,,,,,,,,,3368.9839572192514,control,biweekly,S3_S4,False,False,,,,,,,,,,,,,,,,,,,8.12236648151313,10.134599273499514,False
2023,S1,2023-08-05_S1_S2_efaa9d14,6.0,2023-08-05 08:48:00,2023-08-05 14:56:00,49250.0,6.13,54.0,169.0,284.0,,27.0,,,,,,,,-33.0,72.0,,105.0,,,1.1,,,8034.257748776509,biochar,monthly,S1_S2,False,False,,,,True,ok,False,False,,,,,,,,,False,,,8.991469896652115,10.804664646600235,False
2023,S2,2023-08-05_S1_S2_efaa9d14,6.0,2023-08-05 08:48:00,2023-08-05 14:56:00,49250.0,6.13,54.0,169.0,284.0,132.0,42.0,27.0,-90.0,-15.0,-105.0,,,,132.0,42.0,87.0,-90.0,45.0,-45.0,,2.56,,8034.257748776509,control,monthly,S1_S2,False,False,-90.0,-15.0,-105.0,False,unexplained_pre_start_response,True,False,13656.9,0.28,35593.1,0.72,0.45,5.68,45636.28,0.93,False,,,8.991469896652115,10.804664646600235,False
2023,S3,2023-08-05_S3_S4_0f92146d,6.0,2023-08-05 08:51:00,2023-08-05 11:03:00,18300.0,2.2,54.0,169.0,284.0,39.0,549.0,129.0,510.0,-420.0,90.0,0.23,,2.56,39.0,549.0,129.0,510.0,-420.0,90.0,0.23,,2.56,8318.181818181818,biochar,biweekly,S3_S4,False,True,510.0,-420.0,90.0,True,ok,False,False,,,,,2.15,0.05,415.91,0.02,False,,,9.026198978465242,9.814656338829513,True
2023,S4,2023-08-05_S3_S4_0f92146d,6.0,2023-08-05 08:51:00,2023-08-05 11:03:00,18300.0,2.2,54.0,169.0,284.0,9.0,,,,,,,,,-6.0,,,,,,,,,8318.181818181818,control,biweekly,S3_S4,False,False,,,,,,,,,,,,,,,,,,,9.026198978465242,9.814656338829513,False
2023,S3,2023-08-10_S3_S4_7fce3d7b,6.0,2023-08-10 13:57:00,2023-08-10 19:37:00,52850.0,5.67,54.0,169.0,284.0,33.0,543.0,138.0,510.0,-405.0,105.0,0.23,,2.19,33.0,543.0,138.0,510.0,-405.0,105.0,0.23,,2.19,9320.987654320988,biochar,biweekly,S3_S4,False,True,510.0,-405.0,105.0,True,ok,False,False,,,,,2.3,3.37,31399.43,0.59,False,,,9.140023873558723,10.875212991298383,True
2023,S4,2023-08-10_S3_S4_7fce3d7b,6.0,2023-08-10 13:57:00,2023-08-10 19:37:00,52850.0,5.67,54.0,169.0,284.0,,108.0,258.0,,150.0,,,0.77,,-27.0,153.0,303.0,180.0,150.0,330.0,0.64,0.77,0.7,9320.987654320988,control,biweekly,S3_S4,False,False,,150.0,,False,possible_battery_or_logger_issue,True,False,29367.71,0.56,23482.29,0.44,4.3,1.37,12746.49,0.24,False,,,9.140023873558723,10.875212991298383,False
2023,S1,2023-08-24_S1_S2_6cc99259,6.0,2023-08-24 13:47:00,2023-08-24 18:16:00,30125.0,4.48,54.0,169.0,284.0,13.0,88.0,,75.0,,,1.53,,,-32.0,133.0,,165.0,,,0.7,,,6724.330357142857,biochar,monthly,S1_S2,False,False,75.0,,,True,ok,False,False,,,,,,,,,False,,,8.813487624366063,10.313110670792955,False
2023,S2,2023-08-24_S1_S2_6cc99259,6.0,2023-08-24 13:47:00,2023-08-24 18:16:00,30125.0,4.48,54.0,169.0,284.0,133.0,43.0,28.0,-90.0,-15.0,-105.0,,,,133.0,43.0,73.0,-90.0,30.0,-60.0,,3.83,,6724.330357142857,control,monthly,S1_S2,False,False,-90.0,-15.0,-105.0,True,ok,True,True,0.0,0.0,32425.22,1.08,0.47,4.02,26989.09,0.9,True,0.0,0.0,8.813487624366063,10.313110670792955,False
2023,S3,2023-08-24_S3_S4_a4b6ae2a,6.0,2023-08-24 13:47:00,2023-08-24 18:16:00,30125.0,4.48,54.0,169.0,284.0,58.0,553.0,163.0,495.0,-390.0,105.0,0.23,,2.19,58.0,553.0,163.0,495.0,-390.0,105.0,0.23,,2.19,6724.330357142857,biochar,biweekly,S3_S4,False,True,495.0,-390.0,105.0,True,ok,False,False,,,,,2.72,1.77,11870.59,0.39,False,,,8.813487624366063,10.313110670792955,True
2023,S4,2023-08-24_S3_S4_a4b6ae2a,6.0,2023-08-24 13:47:00,2023-08-24 18:16:00,30125.0,4.48,54.0,169.0,284.0,13.0,298.0,,285.0,,,0.4,,,28.0,,,,,,,,,6724.330357142857,control,biweekly,S3_S4,False,False,285.0,,,False,bottom_response_too_early; possible_battery_or_logger_issue,False,False,,,,,,,,,False,,,8.813487624366063,10.313110670792955,False
2023,S3,2023-09-07_S3_S4_ea877a99,6.0,2023-09-07 07:38:00,2023-09-07 18:19:00,78850.0,10.68,54.0,169.0,284.0,37.0,,157.0,,,120.0,,,1.92,37.0,502.0,157.0,465.0,-345.0,120.0,0.25,,1.92,7382.958801498127,biochar,biweekly,S3_S4,False,True,,,120.0,True,ok,False,False,,,,,2.62,8.07,59537.04,0.76,False,,,8.906929758859135,11.275302592391185,True
2023,S4,2023-09-07_S3_S4_ea877a99,6.0,2023-09-07 07:38:00,2023-09-07 18:19:00,78850.0,10.68,54.0,169.0,284.0,,217.0,262.0,,45.0,,,2.56,,-23.0,232.0,247.0,255.0,15.0,270.0,0.45,7.67,0.85,7382.958801498127,control,biweekly,S3_S4,False,False,,45.0,,,,,,,,,,,,,,,,,8.906929758859135,11.275302592391185,False
2023,S1,2023-09-21_S1_S2_6dbb0789,6.0,2023-09-21 09:07:00,2023-09-21 16:09:00,37650.0,7.03,54.0,169.0,284.0,8.0,188.0,,180.0,,,0.64,,,-37.0,233.0,,270.0,,,0.43,,,5355.618776671408,biochar,monthly,S1_S2,False,False,180.0,,,True,ok,False,False,,,,,,,,,False,,,8.585901527405467,10.536088233228039,False
2023,S2,2023-09-21_S1_S2_6dbb0789,6.0,2023-09-21 09:07:00,2023-09-21 16:09:00,37650.0,7.03,54.0,169.0,284.0,143.0,53.0,68.0,-90.0,15.0,-75.0,,7.67,,143.0,53.0,113.0,-90.0,60.0,-30.0,,1.92,,5355.618776671408,control,monthly,S1_S2,False,False,-90.0,15.0,-75.0,True,ok,True,True,145.65,0.0,37504.35,1.0,1.13,5.9,31583.0,0.84,True,145.65,0.0,8.585901527405467,10.536088233228039,False
2023,S3,2023-09-22_S3_S4_157133f5,6.0,2023-09-22 07:20:00,2023-09-22 16:18:00,72300.0,8.97,54.0,169.0,284.0,55.0,,160.0,,,105.0,,,2.19,55.0,535.0,160.0,480.0,-375.0,105.0,0.24,,2.19,8060.20066889632,biochar,biweekly,S3_S4,False,True,,,105.0,True,ok,False,False,,,,,2.67,6.3,50798.41,0.7,False,,,8.99469373207615,11.188579408146856,True
2023,S4,2023-09-22_S3_S4_157133f5,6.0,2023-09-22 07:20:00,2023-09-22 16:18:00,72300.0,8.97,54.0,169.0,284.0,10.0,235.0,,225.0,,,0.51,,,-5.0,235.0,235.0,240.0,0.0,240.0,0.48,,0.96,8060.20066889632,control,biweekly,S3_S4,False,False,225.0,,,,,,,,,,,,,,,,,,8.99469373207615,11.188579408146856,False
2024,S3,2024-04-19_S3_S4_c5bf8374,6.0,2024-04-19 14:14:00,2024-04-19 21:33:00,54875.0,7.32,54.0,169.0,284.0,76.0,571.0,106.0,495.0,-465.0,30.0,0.23,,7.67,106.0,571.0,106.0,465.0,-465.0,0.0,0.25,,,7496.584699453551,biochar,biweekly,S3_S4,False,True,495.0,-465.0,30.0,True,ok,True,True,22438.66,0.41,32436.34,0.59,1.77,5.55,41625.25,0.76,True,22438.66,0.41,8.922202822404252,10.912813150377472,True
2024,S4,2024-04-19_S3_S4_c5bf8374,6.0,2024-04-19 14:14:00,2024-04-19 21:33:00,54875.0,7.32,54.0,169.0,284.0,46.0,241.0,,195.0,,,0.59,,,46.0,271.0,,225.0,,,0.51,,,7496.584699453551,control,biweekly,S3_S4,False,False,195.0,,,True,ok,True,True,30193.87,0.55,24681.13,0.45,,,,,False,,,8.922202822404252,10.912813150377472,False
2024,S1,2024-04-20_S1_S2_5f2fb725,6.0,2024-04-20 10:11:00,2024-04-20 17:54:00,62950.0,7.72,54.0,169.0,284.0,34.0,139.0,454.0,105.0,315.0,420.0,1.1,0.37,0.55,34.0,184.0,529.0,150.0,345.0,495.0,0.77,0.33,0.46,8154.145077720207,biochar,monthly,S1_S2,True,True,105.0,315.0,420.0,True,ok,True,True,19869.19,0.32,43080.81,0.68,7.57,0.15,1223.92,0.02,True,19869.19,0.32,9.006281675435808,11.050096039472493,True
2024,S2,2024-04-20_S1_S2_5f2fb725,6.0,2024-04-20 10:11:00,2024-04-20 17:54:00,62950.0,7.72,54.0,169.0,284.0,79.0,79.0,154.0,0.0,75.0,75.0,,1.53,3.07,79.0,79.0,199.0,0.0,120.0,120.0,,0.96,1.92,8154.145077720207,control,monthly,S1_S2,True,True,0.0,75.0,75.0,True,ok,True,True,24360.92,0.39,38589.08,0.61,2.57,5.15,42012.26,0.67,True,24360.92,0.39,9.006281675435808,11.050096039472493,True
2024,S3,2024-05-03_S3_S4_13e4749a,6.0,2024-05-03 08:37:00,2024-05-03 15:28:00,44600.0,6.85,54.0,169.0,284.0,68.0,533.0,98.0,465.0,-435.0,30.0,0.25,,7.67,68.0,533.0,98.0,465.0,-435.0,30.0,0.25,,7.67,6510.94890510949,biochar,biweekly,S3_S4,False,True,465.0,-435.0,30.0,True,ok,True,True,22402.67,0.5,22197.33,0.5,1.63,5.22,33965.45,0.76,True,22402.67,0.5,8.781240485734022,10.705489138008156,True
2024,S4,2024-05-03_S3_S4_13e4749a,6.0,2024-05-03 08:37:00,2024-05-03 15:28:00,44600.0,6.85,54.0,169.0,,23.0,83.0,,60.0,,,1.92,,,23.0,83.0,,60.0,,,1.92,,,6510.94890510949,control,biweekly,S3_S4,False,False,60.0,,,,,,,,,,,,,,,,,,8.781240485734022,10.705489138008156,False
2024,S1,2024-05-11_S1_S2_4c1cd284,6.0,2024-05-11 06:55:00,2024-05-11 16:18:00,66500.0,9.38,54.0,169.0,284.0,1475.0,1640.0,530.0,165.0,-1110.0,-945.0,0.7,,,1475.0,1640.0,,165.0,,,0.7,,,7089.55223880597,biochar,monthly,S1_S2,False,False,165.0,-1110.0,-945.0,,,,,,,,,,,,,,,,8.866377463625811,11.104957226643945,False
2024,S2,2024-05-11_S1_S2_4c1cd284,6.0,2024-05-11 06:55:00,2024-05-11 16:18:00,66500.0,9.38,54.0,169.0,284.0,1520.0,1505.0,1745.0,-15.0,240.0,225.0,,0.48,1.02,1520.0,1505.0,,-15.0,,,,,,7089.55223880597,control,monthly,S1_S2,False,True,-15.0,240.0,225.0,,,,,,,,,,,,,,,,8.866377463625811,11.104957226643945,False
2024,S3,2024-05-17_S3_S4_09c73fc7,6.0,2024-05-17 13:31:00,2024-05-17 19:09:00,47550.0,5.63,54.0,169.0,284.0,44.0,524.0,89.0,480.0,-435.0,45.0,0.24,,5.11,59.0,524.0,89.0,465.0,-435.0,30.0,0.25,,7.67,8445.82593250444,biochar,biweekly,S3_S4,False,True,480.0,-435.0,45.0,True,ok,True,True,26361.81,0.55,21188.19,0.45,1.48,4.15,35029.16,0.74,True,26361.81,0.55,9.041427625821937,10.769537067973536,True
2024,S4,2024-05-17_S3_S4_09c73fc7,6.0,2024-05-17 13:31:00,2024-05-17 19:09:00,47550.0,5.63,54.0,169.0,284.0,29.0,74.0,134.0,45.0,60.0,105.0,2.56,1.92,2.19,29.0,74.0,134.0,45.0,60.0,105.0,2.56,1.92,2.19,8445.82593250444,control,biweekly,S3_S4,True,True,45.0,60.0,105.0,True,ok,True,True,27252.33,0.57,20297.67,0.43,2.23,3.4,28698.54,0.6,True,27252.33,0.57,9.041427625821937,10.769537067973536,True
2024,S1,2024-06-01_S1_S2_ef46e32f,6.0,2024-06-01 18:05:00,2024-06-02 07:46:00,81250.0,13.68,54.0,169.0,284.0,25.0,220.0,205.0,195.0,-15.0,180.0,0.59,,1.28,25.0,265.0,685.0,240.0,420.0,660.0,0.48,0.27,0.35,5939.327485380117,biochar,monthly,S1_S2,False,True,195.0,-15.0,180.0,False,unexplained_pre_start_response,True,False,47989.35,0.59,33260.65,0.41,3.42,10.27,60962.04,0.75,False,,,8.689351187997579,11.305286100191983,False
2024,S2,2024-06-01_S1_S2_ef46e32f,6.0,2024-06-01 18:05:00,2024-06-02 07:46:00,81250.0,13.68,54.0,169.0,284.0,85.0,85.0,220.0,0.0,135.0,135.0,,0.85,1.7,85.0,85.0,220.0,0.0,135.0,135.0,,0.85,1.7,5939.327485380117,control,monthly,S1_S2,True,True,0.0,135.0,135.0,True,ok,True,True,32816.73,0.4,48433.27,0.6,3.67,10.02,59477.57,0.73,True,32816.73,0.4,8.689351187997579,11.305286100191983,True
2024,S3,2024-06-01_S3_S4_0880f850,6.0,2024-06-01 08:29:00,2024-06-01 17:57:00,61450.0,9.47,54.0,169.0,284.0,61.0,556.0,106.0,495.0,-450.0,45.0,0.23,,5.11,61.0,556.0,106.0,495.0,-450.0,45.0,0.23,,5.11,6488.9123548046455,biochar,biweekly,S3_S4,False,True,495.0,-450.0,45.0,True,ok,True,True,35318.13,0.57,26131.87,0.43,1.77,7.7,49982.43,0.81,True,35318.13,0.57,8.777850207796194,11.02597911499418,True
2024,S4,2024-06-01_S3_S4_0880f850,6.0,2024-06-01 08:29:00,2024-06-01 17:57:00,61450.0,9.47,54.0,169.0,,31.0,106.0,,75.0,,,1.53,,,31.0,106.0,,75.0,,,1.53,,,6488.9123548046455,control,biweekly,S3_S4,False,False,75.0,,,,,,,,,,,,,,,,,,8.777850207796194,11.02597911499418,False
2024,S3,2024-06-15_S3_S4_b6aa9839,6.0,2024-06-15 07:29:00,2024-06-15 16:13:00,52500.0,8.73,54.0,169.0,284.0,46.0,541.0,106.0,495.0,-435.0,60.0,0.23,,3.83,46.0,541.0,106.0,495.0,-435.0,60.0,0.23,,3.83,6013.745704467354,biochar,biweekly,S3_S4,False,True,495.0,-435.0,60.0,True,ok,True,True,28006.24,0.53,24493.76,0.47,1.77,6.97,41879.57,0.8,True,28006.24,0.53,8.701803078728204,10.868568448579715,True
2024,S4,2024-06-15_S3_S4_b6aa9839,6.0,2024-06-15 07:29:00,2024-06-15 16:13:00,52500.0,8.73,54.0,169.0,,31.0,121.0,,90.0,,,1.28,,,31.0,121.0,,90.0,,,1.28,,,6013.745704467354,control,biweekly,S3_S4,False,False,90.0,,,,,,,,,,,,,,,,,,8.701803078728204,10.868568448579715,False
2024,S1,2024-06-22_S1_S2_e95bd875,6.0,2024-06-22 08:00:00,2024-06-22 15:49:00,47100.0,7.82,54.0,169.0,284.0,30.0,120.0,210.0,90.0,90.0,180.0,1.28,1.28,1.28,30.0,135.0,540.0,105.0,405.0,510.0,1.1,0.28,0.45,6023.017902813299,biochar,monthly,S1_S2,True,True,90.0,90.0,180.0,True,ok,True,True,12896.23,0.27,34203.77,0.73,3.5,4.32,26010.65,0.55,True,12896.23,0.27,8.70334372544729,10.760028280004509,True
2024,S2,2024-06-22_S1_S2_e95bd875,6.0,2024-06-22 08:00:00,2024-06-22 15:49:00,47100.0,7.82,54.0,169.0,284.0,75.0,60.0,210.0,-15.0,150.0,135.0,,0.77,1.7,75.0,60.0,225.0,-15.0,165.0,150.0,,0.7,1.53,6023.017902813299,control,monthly,S1_S2,False,True,-15.0,150.0,135.0,True,ok,True,True,7042.27,0.15,40057.73,0.85,3.5,4.32,26010.65,0.55,True,7042.27,0.15,8.70334372544729,10.760028280004509,True
2024,S3,2024-06-28_S3_S4_14b9d993,6.0,2024-06-28 08:19:00,2024-06-28 14:44:00,39650.0,6.42,54.0,169.0,284.0,71.0,521.0,86.0,450.0,-435.0,15.0,0.26,,15.33,86.0,521.0,86.0,435.0,-435.0,0.0,0.26,,,6176.01246105919,biochar,biweekly,S3_S4,False,True,450.0,-435.0,15.0,True,ok,True,True,18958.21,0.48,20691.79,0.52,1.43,4.98,30793.32,0.78,True,18958.21,0.48,8.728428109361124,10.587846227062993,True
2024,S4,2024-06-28_S3_S4_14b9d993,6.0,2024-06-28 08:19:00,2024-06-28 14:44:00,39650.0,6.42,54.0,169.0,284.0,26.0,176.0,266.0,150.0,90.0,240.0,0.77,1.28,0.96,26.0,176.0,266.0,150.0,90.0,240.0,0.77,1.28,0.96,6176.01246105919,control,biweekly,S3_S4,True,True,150.0,90.0,240.0,True,ok,True,True,21377.09,0.54,18272.91,0.46,4.43,1.98,12255.66,0.31,True,21377.09,0.54,8.728428109361124,10.587846227062993,True
2024,S3,2024-07-11_S3_S4_d29231ea,6.0,2024-07-11 10:01:00,2024-07-11 17:39:00,46550.0,7.63,54.0,169.0,284.0,89.0,479.0,104.0,390.0,-375.0,15.0,0.29,,15.33,89.0,479.0,104.0,390.0,-375.0,15.0,0.29,,15.33,6100.917431192661,biochar,biweekly,S3_S4,False,True,390.0,-375.0,15.0,True,ok,True,True,20556.17,0.44,25993.83,0.56,1.73,5.9,35979.49,0.77,True,20556.17,0.44,8.716194437408847,10.748282282705214,True
