src_file,leaf,table,frame_len,frame_hex,anchor_off,anchor_sec_le,anchor_iso,signed16_be@20,signed16_be@22,frame_number,tcp_stream
S3T_Table1.tsv,S3T,1,245,bdaffd00011ffd2008892500000200006b1a000542fd509c414c500d3ea72e823f2ff19341bacdb13e8c72cc3f5f5d7741b897fa3ecadff73f905c3141b3bab642fd5420414c424d3ea73abcdd3f2f995441ba38d33e8c78eb3f5f4cde41b88c4d3ecad73c3f9070b941b3cbfe42fd57a4414bd4463ea6f3f43f2f2baa41b986553e8c7aab3f5f48f141b885e23ecaa8eb3f90ea2f41b3d62142fd5b28414c26ca3ea7080e3f2ec3af41b8dec13e8c86043f5f251e41b8737c3ecafccd3f90ff6041b3ed0942fd5eac414bbfa43ea6d0223f2e68ce41b83f223e8c0d6f3f609aac41b8567e3ecb1ee23f90ae5341b3f7ee017e77bd,24,223366209,1997-01-29T06:10:09+00:00,,,36,0
S3T_Table1.tsv,S3T,1,31,bda0016ffd10080ffd092600000600022c7900006b1f00006d9700000953bd,12,33555968,1991-01-24T09:06:08+00:00,27423,0,37,0
S3T_Table1.tsv,S3T,1,246,bdaffd00011ffd2008892600000200006b1f000542fd6230414bc6843ea6cf423f2deafa41b7944d3e8c59753f5fb38c41b836d43ecae4593f91394341b4039642fd65b4414ba4233ea6c8443f2d410441b6f5963e8c8ec33f5f08b441b819dc3ecae9943f912fdf41b41a8342fd6938414b5f5e3ea6aeed3f2c8de141b6597e3e8c28863f6047a541b7ff8a3ecb14663f90c8fb41b4293142fd6cbcdc414b587e3ea6a0123f2cd0bcdc41b5c01a3e8bde3f3f603a8c41b7d56c3ecad57c3f91588041b42a4d42fd7040414b4e2e3ea663c73f2c79ca41b50f173e8bf3373f5f93a641b7b4b03ecb50b13f90f63241b43b9d01be94bd,28,1120904766,2025-07-09T10:26:06+00:00,,,39,0
S3T_Table1.tsv,S3T,1,31,bda0016ffd10080ffd092700000600022c7900006b2400006d97000074c7bd,12,33555968,1991-01-24T09:06:08+00:00,27428,0,40,0
S3T_Table1.tsv,S3T,1,244,bdaffd00011ffd2008892700000200006b24000542fd73c4414b5f5e3ea667463f2bfd4441b48e9c3e8bfa353f5f639641b786be3ecb48d33f90e94f41b4419942fd7748414b5f5e3ea675423f2bb0d041b3efa93e8bd2e33f5fd83e41b769093ecb2cde3f917c5441b4497f42fd7acc414b32ab3ea635793f2b63ea41b3507a3e8c100f3f5f1e1f41b7358c3ecb33dc3f916bf141b454bb42fd7e50414b1e093ea632d93f2b020c41b2cfaf3e8c154d3f5f102441b70dab3ecb1e023f919ae941b4540242fd81d4414aea773ea62f593f2a907441b22e463e8c87c43f5da90041b6dbf93ecb1e033f919ab241b4684d015187bd,24,1583303489,2040-03-04T06:31:29+00:00,,,42,0
S3T_Table1.tsv,S3T,1,31,bda0016ffd10080ffd092800000600022c7900006b2900006d970000349cbd,12,33555968,1991-01-24T09:06:08+00:00,27433,0,43,0
S3T_Table1.tsv,S3T,1,244,bdaffd00011ffd2008892800000200006b29000542fd8558414ad9453ea5f30f3f2a52d941b197073e8c52773f5e528541b6a3923ecb5f8d3f91011f41b459a542fd88dc414afba83ea603a73f29fe8641b0ff1e3e8ca11d3f5d5acc41b671953ecb1b643f919ea041b4588042fd8c60414ab6e43ea5d8d73f29a02741b074af3e8c08323f5f3ee241b646543ecb12a73f91b4e741b45fa642fd8fe4414ad5d53ea5c1403f2948c441afd8a63e8c3d7f3f5e947e41b60c6b3ecb12a63f91b05141b4552142fd9368414a8a313ea5d0fb3f28f86241af400d3e8c4ef93f5e5fa041b5d4cb3ecb1b643f91a21f41b463060147a6bd,20,1485176130,2037-01-23T12:55:30+00:00,,,45,0
S3T_Table1.tsv,S3T,1,31,bda0016ffd10080ffd092900000600022c7900006b2e00006d970000532cbd,12,33555968,1991-01-24T09:06:08+00:00,27438,0,46,0
S3T_Table1.tsv,S3T,1,24,bda0015ffd10080ffd171500000000000000000000d4a9bd,8,1382397,1990-01-16T23:59:57+00:00,,,48,0
S3T_Table1.tsv,S3T,1,23,bdaffd00011ffd20089715004306103d0000000041d6bd,12,1024460355,2022-06-19T04:19:15+00:00,,,50,0
S3T_Table1.tsv,S3T,1,31,bda0016ffd10080ffd092900000600022c7900006b2e00006d970000532cbd,12,33555968,1991-01-24T09:06:08+00:00,27438,0,52,0
S3T_Table1.tsv,S3T,1,245,bdaffd00011ffd2008892900000200006b2e000542fd96ec414abcddc43ea584f43f28a10041aeb1373e8c65b13f5d860e41b5a0203ecb3f363f914a4d41b44afc42fd9a70414bde963ea58f713f284edd41ae18b73e8bf3393f5e09ff41b564cb3ecb10e73f91b16941b45b2242fd9df4414ddb753ea58db13f27f15f41ada72c3e8bbecb3f5eacf541b5356a3ecb0e473f91b97e41b45c4442fda178415023fa3ea54de63f278f7f41ad030e3e8bc5c93f5e99be41b4f9513ecb02ed3f91d50541b43a1c42fda4fc415397a23ea55be33f274a7741ac751d3e8c4ef93f5ce70341b4b11d3ecb25df3f91c4db41b43f56017954bd,16,83897963,1992-08-29T00:59:23+00:00,,,54,0
S3T_Table1.tsv,S3T,1,31,bda0016ffd10080ffd092a00000600022c7900006b3300006d9700006a7ebd,12,33555968,1991-01-24T09:06:08+00:00,27443,0,55,0
