year,strip,event_id,depth_inches,irrigation_start,irrigation_end,gallons_strip,event_duration_hours,distance_T_ft,distance_M_ft,distance_B_ft,arrival_T_min,arrival_M_min,arrival_B_min,T_to_M_min,M_to_B_min,T_to_B_min,T_to_M_ft_per_min,M_to_B_ft_per_min,T_to_B_ft_per_min,alt_arrival_T_min,alt_arrival_M_min,alt_arrival_B_min,alt_T_to_M_min,alt_M_to_B_min,alt_T_to_B_min,alt_T_to_M_ft_per_min,alt_M_to_B_ft_per_min,alt_T_to_B_ft_per_min
2026.00,S4,2026-05-08_S3_S4_989607cc,18.00,2026-05-08 09:00:00,2026-05-08 19:14:00,90350.00,10.23,54.00,169.00,284.00,30.00,105.00,540.00,75.00,435.00,510.00,1.53,0.26,0.45,30.00,105.00,600.00,75.00,495.00,570.00,1.53,0.23,0.40
2026.00,S1,2026-05-20_S1_S2_49743b7c,6.00,2026-05-20 11:23:00,2026-05-20 17:53:00,54400.00,6.50,54.00,169.00,284.00,22.00,112.00,382.00,90.00,270.00,360.00,1.28,0.43,0.64,22.00,127.00,427.00,105.00,300.00,405.00,1.10,0.38,0.57
2026.00,S1,2026-05-20_S1_S2_49743b7c,12.00,2026-05-20 11:23:00,2026-05-20 17:53:00,54400.00,6.50,54.00,169.00,284.00,37.00,142.00,472.00,105.00,330.00,435.00,1.10,0.35,0.53,37.00,142.00,472.00,105.00,330.00,435.00,1.10,0.35,0.53
2026.00,S1,2026-05-20_S1_S2_49743b7c,18.00,2026-05-20 11:23:00,2026-05-20 17:53:00,54400.00,6.50,54.00,169.00,284.00,67.00,172.00,562.00,105.00,390.00,495.00,1.10,0.29,0.46,67.00,172.00,562.00,105.00,390.00,495.00,1.10,0.29,0.46
2026.00,S2,2026-05-20_S1_S2_49743b7c,6.00,2026-05-20 11:23:00,2026-05-20 17:53:00,54400.00,6.50,54.00,169.00,284.00,22.00,52.00,82.00,30.00,30.00,60.00,3.83,3.83,3.83,22.00,52.00,127.00,30.00,75.00,105.00,3.83,1.53,2.19
2026.00,S2,2026-05-20_S1_S2_49743b7c,12.00,2026-05-20 11:23:00,2026-05-20 17:53:00,54400.00,6.50,54.00,169.00,284.00,22.00,52.00,112.00,30.00,60.00,90.00,3.83,1.92,2.56,22.00,52.00,112.00,30.00,60.00,90.00,3.83,1.92,2.56
2026.00,S2,2026-05-20_S1_S2_49743b7c,18.00,2026-05-20 11:23:00,2026-05-20 17:53:00,54400.00,6.50,54.00,169.00,284.00,22.00,52.00,112.00,30.00,60.00,90.00,3.83,1.92,2.56,22.00,52.00,112.00,30.00,60.00,90.00,3.83,1.92,2.56
2026.00,S3,2026-05-21_S3_S4_272f948e,6.00,2026-05-21 13:27:00,2026-05-21 19:54:00,59850.00,6.45,54.00,169.00,284.00,93.00,48.00,93.00,-45.00,45.00,0.00,,2.56,,153.00,48.00,93.00,-105.00,45.00,-60.00,,2.56,
2026.00,S3,2026-05-21_S3_S4_272f948e,12.00,2026-05-21 13:27:00,2026-05-21 19:54:00,59850.00,6.45,54.00,169.00,284.00,963.00,48.00,123.00,-915.00,75.00,-840.00,,1.53,,,48.00,108.00,,60.00,,,1.92,
2026.00,S3,2026-05-21_S3_S4_272f948e,18.00,2026-05-21 13:27:00,2026-05-21 19:54:00,59850.00,6.45,54.00,169.00,284.00,,63.00,123.00,,60.00,,,1.92,,,63.00,123.00,,60.00,,,1.92,
2026.00,S4,2026-05-21_S3_S4_272f948e,6.00,2026-05-21 13:27:00,2026-05-21 19:54:00,59850.00,6.45,54.00,169.00,284.00,18.00,63.00,348.00,45.00,285.00,330.00,2.56,0.40,0.70,18.00,63.00,423.00,45.00,360.00,405.00,2.56,0.32,0.57
2026.00,S4,2026-05-21_S3_S4_272f948e,12.00,2026-05-21 13:27:00,2026-05-21 19:54:00,59850.00,6.45,54.00,169.00,284.00,18.00,63.00,,45.00,,,2.56,,,18.00,63.00,,45.00,,,2.56,,
2026.00,S4,2026-05-21_S3_S4_272f948e,18.00,2026-05-21 13:27:00,2026-05-21 19:54:00,59850.00,6.45,54.00,169.00,284.00,18.00,78.00,168.00,60.00,90.00,150.00,1.92,1.28,1.53,18.00,78.00,408.00,60.00,330.00,390.00,1.92,0.35,0.59
2026.00,S3,2026-06-05_S3_S4_f5beba0a,6.00,2026-06-05 14:19:00,2026-06-05 20:47:00,53900.00,6.47,54.00,169.00,284.00,176.00,71.00,131.00,-105.00,60.00,-45.00,,1.92,,221.00,71.00,131.00,-150.00,60.00,-90.00,,1.92,
2026.00,S3,2026-06-05_S3_S4_f5beba0a,12.00,2026-06-05 14:19:00,2026-06-05 20:47:00,53900.00,6.47,54.00,169.00,284.00,,71.00,161.00,,90.00,,,1.28,,,71.00,161.00,,90.00,,,1.28,
2026.00,S3,2026-06-05_S3_S4_f5beba0a,18.00,2026-06-05 14:19:00,2026-06-05 20:47:00,53900.00,6.47,54.00,169.00,284.00,,71.00,176.00,,105.00,,,1.10,,,71.00,176.00,,105.00,,,1.10,
2026.00,S4,2026-06-05_S3_S4_f5beba0a,6.00,2026-06-05 14:19:00,2026-06-05 20:47:00,53900.00,6.47,54.00,169.00,284.00,26.00,71.00,446.00,45.00,375.00,420.00,2.56,0.31,0.55,26.00,71.00,521.00,45.00,450.00,495.00,2.56,0.26,0.46
2026.00,S4,2026-06-05_S3_S4_f5beba0a,12.00,2026-06-05 14:19:00,2026-06-05 20:47:00,53900.00,6.47,54.00,169.00,284.00,26.00,86.00,,60.00,,,1.92,,,26.00,86.00,,60.00,,,1.92,,
2026.00,S4,2026-06-05_S3_S4_f5beba0a,18.00,2026-06-05 14:19:00,2026-06-05 20:47:00,53900.00,6.47,54.00,169.00,284.00,26.00,101.00,326.00,75.00,225.00,300.00,1.53,0.51,0.77,26.00,101.00,,75.00,,,1.53,,
2026.00,S1,2026-06-20_S1_S2_ba82572f,6.00,2026-06-20 08:00:00,2026-06-20 17:03:00,65700.00,9.05,54.00,169.00,284.00,45.00,150.00,480.00,105.00,330.00,435.00,1.10,0.35,0.53,45.00,180.00,525.00,135.00,345.00,480.00,0.85,0.33,0.48
2026.00,S1,2026-06-20_S1_S2_ba82572f,12.00,2026-06-20 08:00:00,2026-06-20 17:03:00,65700.00,9.05,54.00,169.00,284.00,45.00,180.00,540.00,135.00,360.00,495.00,0.85,0.32,0.46,45.00,180.00,540.00,135.00,360.00,495.00,0.85,0.32,0.46
2026.00,S1,2026-06-20_S1_S2_ba82572f,18.00,2026-06-20 08:00:00,2026-06-20 17:03:00,65700.00,9.05,54.00,169.00,284.00,45.00,210.00,585.00,165.00,375.00,540.00,0.70,0.31,0.43,60.00,210.00,600.00,150.00,390.00,540.00,0.77,0.29,0.43
2026.00,S2,2026-06-20_S1_S2_ba82572f,6.00,2026-06-20 08:00:00,2026-06-20 17:03:00,65700.00,9.05,54.00,169.00,284.00,30.00,90.00,180.00,60.00,90.00,150.00,1.92,1.28,1.53,30.00,90.00,180.00,60.00,90.00,150.00,1.92,1.28,1.53
2026.00,S2,2026-06-20_S1_S2_ba82572f,12.00,2026-06-20 08:00:00,2026-06-20 17:03:00,65700.00,9.05,54.00,169.00,284.00,30.00,75.00,180.00,45.00,105.00,150.00,2.56,1.10,1.53,30.00,75.00,180.00,45.00,105.00,150.00,2.56,1.10,1.53
2026.00,S2,2026-06-20_S1_S2_ba82572f,18.00,2026-06-20 08:00:00,2026-06-20 17:03:00,65700.00,9.05,54.00,169.00,284.00,30.00,75.00,195.00,45.00,120.00,165.00,2.56,0.96,1.39,30.00,75.00,195.00,45.00,120.00,165.00,2.56,0.96,1.39
2026.00,S3,2026-06-20_S3_S4_47159afc,6.00,2026-06-20 08:00:00,2026-06-20 17:03:00,65700.00,9.05,54.00,169.00,284.00,225.00,75.00,135.00,-150.00,60.00,-90.00,,1.92,,240.00,75.00,135.00,-165.00,60.00,-105.00,,1.92,
2026.00,S3,2026-06-20_S3_S4_47159afc,12.00,2026-06-20 08:00:00,2026-06-20 17:03:00,65700.00,9.05,54.00,169.00,284.00,,75.00,150.00,,75.00,,,1.53,,,75.00,150.00,,75.00,,,1.53,
2026.00,S3,2026-06-20_S3_S4_47159afc,18.00,2026-06-20 08:00:00,2026-06-20 17:03:00,65700.00,9.05,54.00,169.00,284.00,,75.00,150.00,,75.00,,,1.53,,,75.00,150.00,,75.00,,,1.53,
2026.00,S4,2026-06-20_S3_S4_47159afc,6.00,2026-06-20 08:00:00,2026-06-20 17:03:00,65700.00,9.05,54.00,169.00,284.00,30.00,75.00,165.00,45.00,90.00,135.00,2.56,1.28,1.70,30.00,75.00,195.00,45.00,120.00,165.00,2.56,0.96,1.39
2026.00,S4,2026-06-20_S3_S4_47159afc,12.00,2026-06-20 08:00:00,2026-06-20 17:03:00,65700.00,9.05,54.00,169.00,284.00,30.00,75.00,165.00,45.00,90.00,135.00,2.56,1.28,1.70,30.00,75.00,180.00,45.00,105.00,150.00,2.56,1.10,1.53
2026.00,S4,2026-06-20_S3_S4_47159afc,18.00,2026-06-20 08:00:00,2026-06-20 17:03:00,65700.00,9.05,54.00,169.00,284.00,,330.00,150.00,,-180.00,,,,,30.00,90.00,195.00,60.00,105.00,165.00,1.92,1.10,1.39
2026.00,S1,2026-06-27_S1_S2_be4e641a,6.00,2026-06-27 11:05:00,2026-06-27 16:34:00,33511.00,5.48,54.00,169.00,284.00,40.00,145.00,265.00,105.00,120.00,225.00,1.10,0.96,1.02,40.00,145.00,355.00,105.00,210.00,315.00,1.10,0.55,0.73
2026.00,S1,2026-06-27_S1_S2_be4e641a,12.00,2026-06-27 11:05:00,2026-06-27 16:34:00,33511.00,5.48,54.00,169.00,284.00,55.00,145.00,325.00,90.00,180.00,270.00,1.28,0.64,0.85,55.00,160.00,340.00,105.00,180.00,285.00,1.10,0.64,0.81
2026.00,S1,2026-06-27_S1_S2_be4e641a,18.00,2026-06-27 11:05:00,2026-06-27 16:34:00,33511.00,5.48,54.00,169.00,284.00,40.00,145.00,295.00,105.00,150.00,255.00,1.10,0.77,0.90,55.00,145.00,340.00,90.00,195.00,285.00,1.28,0.59,0.81
2026.00,S2,2026-06-27_S1_S2_be4e641a,6.00,2026-06-27 11:05:00,2026-06-27 16:34:00,33511.00,5.48,54.00,169.00,284.00,25.00,70.00,145.00,45.00,75.00,120.00,2.56,1.53,1.92,25.00,70.00,145.00,45.00,75.00,120.00,2.56,1.53,1.92
2026.00,S2,2026-06-27_S1_S2_be4e641a,12.00,2026-06-27 11:05:00,2026-06-27 16:34:00,33511.00,5.48,54.00,169.00,284.00,25.00,70.00,145.00,45.00,75.00,120.00,2.56,1.53,1.92,25.00,70.00,145.00,45.00,75.00,120.00,2.56,1.53,1.92
2026.00,S2,2026-06-27_S1_S2_be4e641a,18.00,2026-06-27 11:05:00,2026-06-27 16:34:00,33511.00,5.48,54.00,169.00,284.00,25.00,55.00,145.00,30.00,90.00,120.00,3.83,1.28,1.92,25.00,55.00,145.00,30.00,90.00,120.00,3.83,1.28,1.92
2026.00,S3,2026-06-27_S3_S4_dc68d0eb,6.00,2026-06-27 11:05:00,2026-06-27 16:34:00,33511.00,5.48,54.00,169.00,284.00,190.00,70.00,115.00,-120.00,45.00,-75.00,,2.56,,190.00,70.00,115.00,-120.00,45.00,-75.00,,2.56,
2026.00,S3,2026-06-27_S3_S4_dc68d0eb,12.00,2026-06-27 11:05:00,2026-06-27 16:34:00,33511.00,5.48,54.00,169.00,284.00,895.00,70.00,130.00,-825.00,60.00,-765.00,,1.92,,,70.00,130.00,,60.00,,,1.92,
2026.00,S3,2026-06-27_S3_S4_dc68d0eb,18.00,2026-06-27 11:05:00,2026-06-27 16:34:00,33511.00,5.48,54.00,169.00,284.00,,70.00,100.00,,30.00,,,3.83,,,70.00,145.00,,75.00,,,1.53,
2026.00,S4,2026-06-27_S3_S4_dc68d0eb,6.00,2026-06-27 11:05:00,2026-06-27 16:34:00,33511.00,5.48,54.00,169.00,284.00,25.00,85.00,175.00,60.00,90.00,150.00,1.92,1.28,1.53,25.00,85.00,265.00,60.00,180.00,240.00,1.92,0.64,0.96
2026.00,S4,2026-06-27_S3_S4_dc68d0eb,12.00,2026-06-27 11:05:00,2026-06-27 16:34:00,33511.00,5.48,54.00,169.00,284.00,25.00,85.00,175.00,60.00,90.00,150.00,1.92,1.28,1.53,25.00,85.00,190.00,60.00,105.00,165.00,1.92,1.10,1.39
2026.00,S4,2026-06-27_S3_S4_dc68d0eb,18.00,2026-06-27 11:05:00,2026-06-27 16:34:00,33511.00,5.48,54.00,169.00,284.00,25.00,85.00,,60.00,,,1.92,,,25.00,85.00,,60.00,,,1.92,,
2026.00,S3,2026-07-05_S3_S4_b3db7964,6.00,2026-07-05 11:24:00,2026-07-05 18:13:00,56650.00,6.82,54.00,169.00,284.00,291.00,66.00,111.00,-225.00,45.00,-180.00,,2.56,,306.00,66.00,111.00,-240.00,45.00,-195.00,,2.56,
2026.00,S3,2026-07-05_S3_S4_b3db7964,12.00,2026-07-05 11:24:00,2026-07-05 18:13:00,56650.00,6.82,54.00,169.00,284.00,,66.00,126.00,,60.00,,,1.92,,,66.00,126.00,,60.00,,,1.92,
2026.00,S3,2026-07-05_S3_S4_b3db7964,18.00,2026-07-05 11:24:00,2026-07-05 18:13:00,56650.00,6.82,54.00,169.00,284.00,,66.00,141.00,,75.00,,,1.53,,-414.00,66.00,141.00,480.00,75.00,555.00,0.24,1.53,0.41
2026.00,S4,2026-07-05_S3_S4_b3db7964,6.00,2026-07-05 11:24:00,2026-07-05 18:13:00,56650.00,6.82,54.00,169.00,284.00,21.00,66.00,321.00,45.00,255.00,300.00,2.56,0.45,0.77,21.00,66.00,396.00,45.00,330.00,375.00,2.56,0.35,0.61
2026.00,S4,2026-07-05_S3_S4_b3db7964,12.00,2026-07-05 11:24:00,2026-07-05 18:13:00,56650.00,6.82,54.00,169.00,284.00,21.00,66.00,366.00,45.00,300.00,345.00,2.56,0.38,0.67,21.00,66.00,441.00,45.00,375.00,420.00,2.56,0.31,0.55
2026.00,S4,2026-07-05_S3_S4_b3db7964,18.00,2026-07-05 11:24:00,2026-07-05 18:13:00,56650.00,6.82,54.00,169.00,284.00,21.00,81.00,321.00,60.00,240.00,300.00,1.92,0.48,0.77,21.00,81.00,,60.00,,,1.92,,
2026.00,S1,2026-07-24_S1_S2_63eb5228,6.00,2026-07-24 08:25:00,2026-07-24 15:43:00,34125.00,7.30,54.00,169.00,284.00,50.00,215.00,440.00,165.00,225.00,390.00,0.70,0.51,0.59,50.00,260.00,485.00,210.00,225.00,435.00,0.55,0.51,0.53
2026.00,S1,2026-07-24_S1_S2_63eb5228,12.00,2026-07-24 08:25:00,2026-07-24 15:43:00,34125.00,7.30,54.00,169.00,284.00,50.00,200.00,455.00,150.00,255.00,405.00,0.77,0.45,0.57,50.00,200.00,455.00,150.00,255.00,405.00,0.77,0.45,0.57
2026.00,S1,2026-07-24_S1_S2_63eb5228,18.00,2026-07-24 08:25:00,2026-07-24 15:43:00,34125.00,7.30,54.00,169.00,284.00,50.00,200.00,470.00,150.00,270.00,420.00,0.77,0.43,0.55,50.00,200.00,515.00,150.00,315.00,465.00,0.77,0.37,0.49
2026.00,S2,2026-07-24_S1_S2_63eb5228,6.00,2026-07-24 08:25:00,2026-07-24 15:43:00,34125.00,7.30,54.00,169.00,284.00,35.00,110.00,275.00,75.00,165.00,240.00,1.53,0.70,0.96,35.00,110.00,305.00,75.00,195.00,270.00,1.53,0.59,0.85
2026.00,S2,2026-07-24_S1_S2_63eb5228,12.00,2026-07-24 08:25:00,2026-07-24 15:43:00,34125.00,7.30,54.00,169.00,284.00,35.00,110.00,260.00,75.00,150.00,225.00,1.53,0.77,1.02,35.00,110.00,275.00,75.00,165.00,240.00,1.53,0.70,0.96
2026.00,S2,2026-07-24_S1_S2_63eb5228,18.00,2026-07-24 08:25:00,2026-07-24 15:43:00,34125.00,7.30,54.00,169.00,284.00,35.00,95.00,275.00,60.00,180.00,240.00,1.92,0.64,0.96,35.00,95.00,275.00,60.00,180.00,240.00,1.92,0.64,0.96
2026.00,S3,2026-07-24_S3_S4_d28f9731,6.00,2026-07-24 08:25:00,2026-07-24 15:43:00,34125.00,7.30,54.00,169.00,284.00,305.00,140.00,215.00,-165.00,75.00,-90.00,,1.53,,350.00,140.00,215.00,-210.00,75.00,-135.00,,1.53,
2026.00,S3,2026-07-24_S3_S4_d28f9731,12.00,2026-07-24 08:25:00,2026-07-24 15:43:00,34125.00,7.30,54.00,169.00,284.00,,140.00,245.00,,105.00,,,1.10,,,140.00,245.00,,105.00,,,1.10,
2026.00,S3,2026-07-24_S3_S4_d28f9731,18.00,2026-07-24 08:25:00,2026-07-24 15:43:00,34125.00,7.30,54.00,169.00,284.00,380.00,110.00,290.00,-270.00,180.00,-90.00,,0.64,,50.00,155.00,290.00,105.00,135.00,240.00,1.10,0.85,0.96
2026.00,S4,2026-07-24_S3_S4_d28f9731,6.00,2026-07-24 08:25:00,2026-07-24 15:43:00,34125.00,7.30,54.00,169.00,284.00,35.00,140.00,950.00,105.00,810.00,915.00,1.10,0.14,0.25,35.00,140.00,,105.00,,,1.10,,
2026.00,S4,2026-07-24_S3_S4_d28f9731,12.00,2026-07-24 08:25:00,2026-07-24 15:43:00,34125.00,7.30,54.00,169.00,284.00,35.00,125.00,,90.00,,,1.28,,,35.00,125.00,,90.00,,,1.28,,
2026.00,S4,2026-07-24_S3_S4_d28f9731,18.00,2026-07-24 08:25:00,2026-07-24 15:43:00,34125.00,7.30,54.00,169.00,284.00,35.00,155.00,305.00,120.00,150.00,270.00,0.96,0.77,0.85,35.00,155.00,,120.00,,,0.96,,
2026.00,S1,2026-08-14_S1_S2_72b4c1d7,6.00,2026-08-14 10:25:00,2026-08-14 13:47:00,21350.00,3.37,54.00,169.00,284.00,35.00,200.00,425.00,165.00,225.00,390.00,0.70,0.51,0.59,35.00,215.00,,180.00,,,0.64,,
2026.00,S1,2026-08-14_S1_S2_72b4c1d7,12.00,2026-08-14 10:25:00,2026-08-14 13:47:00,21350.00,3.37,54.00,169.00,284.00,35.00,140.00,275.00,105.00,135.00,240.00,1.10,0.85,0.96,35.00,140.00,275.00,105.00,135.00,240.00,1.10,0.85,0.96
2026.00,S1,2026-08-14_S1_S2_72b4c1d7,18.00,2026-08-14 10:25:00,2026-08-14 13:47:00,21350.00,3.37,54.00,169.00,284.00,35.00,155.00,,120.00,,,0.96,,,35.00,155.00,,120.00,,,0.96,,
2026.00,S2,2026-08-14_S1_S2_72b4c1d7,6.00,2026-08-14 10:25:00,2026-08-14 13:47:00,21350.00,3.37,54.00,169.00,284.00,20.00,65.00,110.00,45.00,45.00,90.00,2.56,2.56,2.56,20.00,65.00,155.00,45.00,90.00,135.00,2.56,1.28,1.70
2026.00,S2,2026-08-14_S1_S2_72b4c1d7,12.00,2026-08-14 10:25:00,2026-08-14 13:47:00,21350.00,3.37,54.00,169.00,284.00,20.00,65.00,140.00,45.00,75.00,120.00,2.56,1.53,1.92,20.00,65.00,140.00,45.00,75.00,120.00,2.56,1.53,1.92
2026.00,S2,2026-08-14_S1_S2_72b4c1d7,18.00,2026-08-14 10:25:00,2026-08-14 13:47:00,21350.00,3.37,54.00,169.00,284.00,20.00,65.00,155.00,45.00,90.00,135.00,2.56,1.28,1.70,20.00,65.00,155.00,45.00,90.00,135.00,2.56,1.28,1.70
2026.00,S3,2026-08-14_S3_S4_1912adab,6.00,2026-08-14 10:25:00,2026-08-14 13:47:00,21350.00,3.37,54.00,169.00,284.00,,80.00,125.00,,45.00,,,2.56,,,80.00,140.00,,60.00,,,1.92,
2026.00,S3,2026-08-14_S3_S4_1912adab,12.00,2026-08-14 10:25:00,2026-08-14 13:47:00,21350.00,3.37,54.00,169.00,284.00,,80.00,155.00,,75.00,,,1.53,,,80.00,155.00,,75.00,,,1.53,
2026.00,S3,2026-08-14_S3_S4_1912adab,18.00,2026-08-14 10:25:00,2026-08-14 13:47:00,21350.00,3.37,54.00,169.00,284.00,,95.00,200.00,,105.00,,,1.10,,,95.00,200.00,,105.00,,,1.10,
2026.00,S4,2026-08-14_S3_S4_1912adab,6.00,2026-08-14 10:25:00,2026-08-14 13:47:00,21350.00,3.37,54.00,169.00,284.00,35.00,95.00,110.00,60.00,15.00,75.00,1.92,7.67,3.07,35.00,95.00,,60.00,,,1.92,,
2026.00,S4,2026-08-14_S3_S4_1912adab,12.00,2026-08-14 10:25:00,2026-08-14 13:47:00,21350.00,3.37,54.00,169.00,284.00,35.00,95.00,,60.00,,,1.92,,,35.00,95.00,,60.00,,,1.92,,
2026.00,S4,2026-08-14_S3_S4_1912adab,18.00,2026-08-14 10:25:00,2026-08-14 13:47:00,21350.00,3.37,54.00,169.00,284.00,35.00,110.00,,75.00,,,1.53,,,35.00,110.00,,75.00,,,1.53,,
