year,strip,event_id,logger_position,irrigation_start,irrigation_end,event_duration_hours,gallons_strip,avg_flow_gph_strip,alt_arrival_minutes_after_irrigation_start_6in,alt_arrival_minutes_after_irrigation_start_12in,alt_arrival_minutes_after_irrigation_start_18in,alt_arrival_vwc_6in,alt_arrival_vwc_12in,alt_arrival_vwc_18in,arrival_minutes_after_irrigation_start_6in,arrival_minutes_after_irrigation_start_12in,arrival_minutes_after_irrigation_start_18in,arrival_vwc_6in,arrival_vwc_12in,arrival_vwc_18in,peak_vwc_6in,peak_vwc_12in,peak_vwc_18in,pre_vwc_6in,pre_vwc_12in,pre_vwc_18in,pre_profile_vwc_mean,pre_profile_vwc_min,pre_profile_vwc_max,delta_vwc_6in,delta_vwc_12in,delta_vwc_18in,delta_profile_vwc_mean,first_arrival_min,last_arrival_min,vertical_spread_min,distance_from_furrow_start_ft,vertical_velocity_6_to_12_in_per_min,vertical_velocity_12_to_18_in_per_min,vertical_velocity_6_to_18_in_per_min
2026.00,S4,2026-04-21_S3_S4_ed1ed131,M,2026-04-21 14:54:00,2026-04-22 08:52:00,17.97,110850.00,6169.76,126.0,126.0,156.0,14.45,11.87,16.41,126.0,126.0,156.0,14.45,11.87,16.41,41.78,34.27,34.03,11.57,10.55,11.66,11.26,10.55,11.66,30.21,23.72,22.37,25.43,126.0,156.0,30.0,169.00,,0.20,0.40
2026.00,S4,2026-04-21_S3_S4_ed1ed131,T,2026-04-21 14:54:00,2026-04-22 08:52:00,17.97,110850.00,6169.76,21.0,21.0,21.0,17.41,19.90,28.79,21.0,21.0,21.0,17.41,19.90,28.79,37.29,37.52,39.16,9.65,15.28,24.65,16.53,9.65,24.65,27.64,22.24,14.51,21.46,21.0,21.0,0.0,54.00,,,
2026.00,S3,2026-05-08_S3_S4_989607cc,B,2026-05-08 09:00:00,2026-05-08 19:14:00,10.23,90350.00,8828.99,120.0,135.0,150.0,20.77,23.38,17.90,120.0,135.0,150.0,20.77,23.38,17.90,35.15,34.17,31.30,19.19,21.59,14.09,18.29,14.09,21.59,15.96,12.57,17.21,15.25,120.0,150.0,30.0,284.00,0.40,0.40,0.40
2026.00,S3,2026-05-08_S3_S4_989607cc,M,2026-05-08 09:00:00,2026-05-08 19:14:00,10.23,90350.00,8828.99,75.0,75.0,75.0,35.67,32.60,30.75,75.0,75.0,75.0,35.67,32.60,30.75,41.30,37.12,39.05,19.16,22.68,24.76,22.20,19.16,24.76,22.14,14.43,14.29,16.95,75.0,75.0,0.0,169.00,,,
2026.00,S3,2026-05-08_S3_S4_989607cc,T,2026-05-08 09:00:00,2026-05-08 19:14:00,10.23,90350.00,8828.99,135.0,465.0,645.0,25.50,27.57,44.56,135.0,465.0,570.0,25.50,27.57,42.77,39.20,34.82,45.81,24.93,26.88,42.47,31.43,24.93,42.47,14.27,7.94,3.34,8.52,135.0,570.0,435.0,54.00,0.02,0.06,0.03
2026.00,S4,2026-05-08_S3_S4_989607cc,B,2026-05-08 09:00:00,2026-05-08 19:14:00,10.23,90350.00,8828.99,465.0,615.0,600.0,31.35,38.62,31.80,390.0,600.0,540.0,29.98,33.57,30.57,45.05,42.56,43.43,28.68,32.82,29.99,30.50,28.68,32.82,16.37,9.74,13.44,13.18,390.0,600.0,210.0,284.00,0.03,,0.08
2026.00,S4,2026-05-08_S3_S4_989607cc,M,2026-05-08 09:00:00,2026-05-08 19:14:00,10.23,90350.00,8828.99,90.0,90.0,105.0,21.95,17.77,23.72,90.0,90.0,105.0,21.95,17.77,23.72,39.73,35.10,36.54,14.55,15.98,21.79,17.44,14.55,21.79,25.17,19.12,14.76,19.68,90.0,105.0,15.0,169.00,,0.40,0.80
2026.00,S4,2026-05-08_S3_S4_989607cc,T,2026-05-08 09:00:00,2026-05-08 19:14:00,10.23,90350.00,8828.99,30.0,30.0,30.0,33.88,34.09,37.86,30.0,30.0,30.0,33.88,34.09,37.86,37.38,39.48,39.61,16.64,23.25,29.81,23.24,16.64,29.81,20.73,16.22,9.80,15.59,30.0,30.0,0.0,54.00,,,
2026.00,S1,2026-05-20_S1_S2_49743b7c,B,2026-05-20 11:23:00,2026-05-20 17:53:00,6.50,54400.00,8369.23,427.0,472.0,562.0,18.74,19.67,14.20,382.0,472.0,562.0,17.72,19.67,14.20,32.15,32.61,18.36,17.12,17.44,13.23,15.93,13.23,17.44,15.03,15.17,5.13,11.78,382.0,562.0,180.0,284.00,0.07,0.07,0.07
2026.00,S1,2026-05-20_S1_S2_49743b7c,M,2026-05-20 11:23:00,2026-05-20 17:53:00,6.50,54400.00,8369.23,127.0,142.0,172.0,20.52,20.98,34.56,112.0,142.0,172.0,19.68,20.98,34.56,38.72,34.03,39.68,19.20,19.21,33.84,24.09,19.20,33.84,19.51,14.82,5.84,13.39,112.0,172.0,60.0,169.00,0.20,0.20,0.20
2026.00,S1,2026-05-20_S1_S2_49743b7c,T,2026-05-20 11:23:00,2026-05-20 17:53:00,6.50,54400.00,8369.23,22.0,37.0,67.0,29.86,32.87,35.67,22.0,37.0,67.0,29.86,32.87,35.67,42.85,42.70,43.22,29.06,27.47,31.93,29.49,27.47,31.93,13.78,15.22,11.30,13.43,22.0,67.0,45.0,54.00,0.40,0.20,0.27
2026.00,S2,2026-05-20_S1_S2_49743b7c,B,2026-05-20 11:23:00,2026-05-20 17:53:00,6.50,54400.00,8369.23,127.0,112.0,112.0,14.51,13.07,17.96,82.0,112.0,112.0,10.58,13.07,17.96,40.95,34.77,39.43,10.22,12.38,17.43,13.35,10.22,17.43,30.73,22.38,22.00,25.04,82.0,112.0,30.0,284.00,0.20,,0.40
2026.00,S2,2026-05-20_S1_S2_49743b7c,M,2026-05-20 11:23:00,2026-05-20 17:53:00,6.50,54400.00,8369.23,52.0,52.0,52.0,16.28,20.63,30.93,52.0,52.0,52.0,16.28,20.63,30.93,37.41,38.98,43.85,15.18,16.16,26.99,19.44,15.18,26.99,22.23,22.81,16.86,20.64,52.0,52.0,0.0,169.00,,,
2026.00,S2,2026-05-20_S1_S2_49743b7c,T,2026-05-20 11:23:00,2026-05-20 17:53:00,6.50,54400.00,8369.23,22.0,22.0,22.0,24.29,29.69,33.29,22.0,22.0,22.0,24.29,29.69,33.29,47.97,43.97,40.60,10.34,18.62,30.90,19.95,10.34,30.90,37.63,25.36,9.70,24.23,22.0,22.0,0.0,54.00,,,
2026.00,S3,2026-05-21_S3_S4_272f948e,B,2026-05-21 13:27:00,2026-05-21 19:54:00,6.45,59850.00,9279.07,93.0,108.0,123.0,16.43,19.09,15.81,93.0,123.0,123.0,16.43,23.50,15.81,34.14,32.48,30.20,15.46,18.86,14.88,16.40,14.88,18.86,18.68,13.62,15.32,15.87,93.0,123.0,30.0,284.00,0.20,,0.40
2026.00,S3,2026-05-21_S3_S4_272f948e,M,2026-05-21 13:27:00,2026-05-21 19:54:00,6.45,59850.00,9279.07,48.0,48.0,63.0,20.14,23.93,37.91,48.0,48.0,63.0,20.14,23.93,37.91,40.15,37.12,39.69,16.84,22.53,27.38,22.25,16.84,27.38,23.31,14.59,12.31,16.74,48.0,63.0,15.0,169.00,,0.40,0.80
2026.00,S3,2026-05-21_S3_S4_272f948e,T,2026-05-21 13:27:00,2026-05-21 19:54:00,6.45,59850.00,9279.07,153.0,,,27.06,,,93.0,963.0,,25.30,27.37,,38.77,30.48,43.05,25.00,26.22,42.07,31.10,25.00,42.07,13.77,4.27,0.98,6.34,93.0,963.0,870.0,54.00,0.01,,
2026.00,S4,2026-05-21_S3_S4_272f948e,B,2026-05-21 13:27:00,2026-05-21 19:54:00,6.45,59850.00,9279.07,423.0,,408.0,28.33,,38.61,348.0,,168.0,26.77,,35.16,39.91,35.13,41.30,25.54,32.81,34.87,31.07,25.54,34.87,14.37,2.32,6.43,7.71,168.0,348.0,180.0,284.00,,,
2026.00,S4,2026-05-21_S3_S4_272f948e,M,2026-05-21 13:27:00,2026-05-21 19:54:00,6.45,59850.00,9279.07,63.0,63.0,78.0,26.15,15.40,25.34,63.0,63.0,78.0,26.15,15.40,25.34,39.18,33.94,33.63,13.96,13.25,21.14,16.12,13.25,21.14,25.22,20.69,12.50,19.47,63.0,78.0,15.0,169.00,,0.40,0.80
2026.00,S4,2026-05-21_S3_S4_272f948e,T,2026-05-21 13:27:00,2026-05-21 19:54:00,6.45,59850.00,9279.07,18.0,18.0,18.0,22.21,26.42,33.86,18.0,18.0,18.0,22.21,26.42,33.86,36.36,38.98,40.09,16.99,23.61,31.11,23.90,16.99,31.11,19.38,15.37,8.98,14.58,18.0,18.0,0.0,54.00,,,
2026.00,S3,2026-06-05_S3_S4_f5beba0a,B,2026-06-05 14:19:00,2026-06-05 20:47:00,6.47,53900.00,8335.05,131.0,161.0,176.0,17.13,15.09,13.88,131.0,161.0,176.0,17.13,15.09,13.88,35.25,32.05,28.16,12.02,12.19,13.29,12.50,12.02,13.29,23.23,19.85,14.87,19.32,131.0,176.0,45.0,284.00,0.20,0.40,0.27
2026.00,S3,2026-06-05_S3_S4_f5beba0a,M,2026-06-05 14:19:00,2026-06-05 20:47:00,6.47,53900.00,8335.05,71.0,71.0,71.0,36.16,34.01,35.73,71.0,71.0,71.0,36.16,34.01,35.73,40.00,36.01,39.90,13.79,19.82,29.39,21.00,13.79,29.39,26.21,16.19,10.51,17.64,71.0,71.0,0.0,169.00,,,
2026.00,S3,2026-06-05_S3_S4_f5beba0a,T,2026-06-05 14:19:00,2026-06-05 20:47:00,6.47,53900.00,8335.05,221.0,,,22.80,,,176.0,,,21.58,,,39.57,25.88,48.06,21.06,25.43,47.19,31.23,21.06,47.19,18.51,0.45,0.87,6.61,176.0,176.0,0.0,54.00,,,
2026.00,S4,2026-06-05_S3_S4_f5beba0a,B,2026-06-05 14:19:00,2026-06-05 20:47:00,6.47,53900.00,8335.05,521.0,,,24.80,,,446.0,,326.0,22.90,,36.99,40.32,34.35,40.38,22.46,33.36,36.53,30.78,22.46,36.53,17.86,0.99,3.86,7.57,326.0,446.0,120.0,284.00,,,
2026.00,S4,2026-06-05_S3_S4_f5beba0a,M,2026-06-05 14:19:00,2026-06-05 20:47:00,6.47,53900.00,8335.05,71.0,86.0,101.0,24.42,20.89,19.07,71.0,86.0,101.0,24.42,20.89,19.07,39.98,33.62,32.30,12.85,11.29,16.67,13.60,11.29,16.67,27.13,22.33,15.63,21.69,71.0,101.0,30.0,169.00,0.40,0.40,0.40
2026.00,S4,2026-06-05_S3_S4_f5beba0a,T,2026-06-05 14:19:00,2026-06-05 20:47:00,6.47,53900.00,8335.05,26.0,26.0,26.0,26.79,30.29,37.87,26.0,26.0,26.0,26.79,30.29,37.87,36.55,38.12,40.71,12.59,19.58,31.60,21.26,12.59,31.60,23.96,18.54,9.11,17.21,26.0,26.0,0.0,54.00,,,
2026.00,S1,2026-06-20_S1_S2_ba82572f,B,2026-06-20 08:00:00,2026-06-20 17:03:00,9.05,65700.00,7259.67,525.0,540.0,600.0,16.57,13.27,10.26,480.0,540.0,585.0,15.60,13.27,8.90,36.84,37.66,15.94,14.93,11.87,8.63,11.81,8.63,14.93,21.91,25.80,7.30,18.34,480.0,585.0,105.0,284.00,0.10,0.13,0.11
2026.00,S1,2026-06-20_S1_S2_ba82572f,M,2026-06-20 08:00:00,2026-06-20 17:03:00,9.05,65700.00,7259.67,180.0,180.0,210.0,16.79,18.00,28.62,150.0,180.0,210.0,15.97,18.00,28.62,39.33,34.51,38.58,15.66,16.55,27.38,19.86,15.66,27.38,23.67,17.95,11.20,17.61,150.0,210.0,60.0,169.00,0.20,0.20,0.20
2026.00,S1,2026-06-20_S1_S2_ba82572f,T,2026-06-20 08:00:00,2026-06-20 17:03:00,9.05,65700.00,7259.67,45.0,45.0,60.0,35.55,29.33,23.87,45.0,45.0,45.0,35.55,29.33,22.61,41.96,43.88,45.75,21.70,20.04,22.16,21.30,20.04,22.16,20.26,23.84,23.59,22.56,45.0,45.0,0.0,54.00,,,
2026.00,S2,2026-06-20_S1_S2_ba82572f,B,2026-06-20 08:00:00,2026-06-20 17:03:00,9.05,65700.00,7259.67,180.0,180.0,195.0,10.94,10.02,27.53,180.0,180.0,195.0,10.94,10.02,27.53,40.74,35.43,39.98,9.91,9.59,19.30,12.94,9.59,19.30,30.83,25.84,20.68,25.78,180.0,195.0,15.0,284.00,,0.40,0.80
2026.00,S2,2026-06-20_S1_S2_ba82572f,M,2026-06-20 08:00:00,2026-06-20 17:03:00,9.05,65700.00,7259.67,90.0,75.0,75.0,23.62,17.31,36.28,90.0,75.0,75.0,23.62,17.31,36.28,38.56,39.46,44.69,14.13,14.43,32.92,20.49,14.13,32.92,24.43,25.03,11.77,20.41,75.0,90.0,15.0,169.00,,,
2026.00,S2,2026-06-20_S1_S2_ba82572f,T,2026-06-20 08:00:00,2026-06-20 17:03:00,9.05,65700.00,7259.67,30.0,30.0,30.0,23.01,28.94,34.72,30.0,30.0,30.0,23.01,28.94,34.72,48.13,44.27,41.75,8.65,16.68,31.69,19.01,8.65,31.69,39.48,27.58,10.06,25.71,30.0,30.0,0.0,54.00,,,
2026.00,S3,2026-06-20_S3_S4_47159afc,B,2026-06-20 08:00:00,2026-06-20 17:03:00,9.05,65700.00,7259.67,135.0,150.0,150.0,24.81,30.86,25.50,135.0,150.0,150.0,24.81,30.86,25.50,35.65,35.80,37.29,18.94,27.91,23.65,23.50,18.94,27.91,16.70,7.89,13.64,12.74,135.0,150.0,15.0,284.00,0.40,,0.80
2026.00,S3,2026-06-20_S3_S4_47159afc,M,2026-06-20 08:00:00,2026-06-20 17:03:00,9.05,65700.00,7259.67,75.0,75.0,75.0,29.44,32.68,36.54,75.0,75.0,75.0,29.44,32.68,36.54,40.12,38.22,40.66,13.30,22.81,34.48,23.53,13.30,34.48,26.83,15.41,6.18,16.14,75.0,75.0,0.0,169.00,,,
2026.00,S3,2026-06-20_S3_S4_47159afc,T,2026-06-20 08:00:00,2026-06-20 17:03:00,9.05,65700.00,7259.67,240.0,,,20.52,,,225.0,,,19.89,,,39.84,29.63,51.02,19.52,29.65,50.68,33.28,19.52,50.68,20.33,-0.02,0.33,6.88,225.0,225.0,0.0,54.00,,,
2026.00,S4,2026-06-20_S3_S4_47159afc,B,2026-06-20 08:00:00,2026-06-20 17:03:00,9.05,65700.00,7259.67,195.0,180.0,195.0,37.39,35.49,38.87,165.0,165.0,150.0,36.35,34.93,37.57,43.67,43.96,41.55,35.80,34.62,37.31,35.91,34.62,37.31,7.87,9.34,4.24,7.15,150.0,165.0,15.0,284.00,,,
2026.00,S4,2026-06-20_S3_S4_47159afc,M,2026-06-20 08:00:00,2026-06-20 17:03:00,9.05,65700.00,7259.67,75.0,75.0,90.0,30.17,32.12,36.33,75.0,75.0,330.0,30.17,32.12,37.11,43.12,40.07,38.00,26.23,30.68,34.53,30.48,26.23,34.53,16.89,9.39,3.47,9.91,75.0,330.0,255.0,169.00,,0.02,0.05
2026.00,S4,2026-06-20_S3_S4_47159afc,T,2026-06-20 08:00:00,2026-06-20 17:03:00,9.05,65700.00,7259.67,30.0,30.0,30.0,38.82,35.38,41.08,30.0,30.0,,38.82,35.38,,40.80,37.71,42.37,10.68,18.97,35.49,21.71,10.68,35.49,30.12,18.74,6.88,18.58,30.0,30.0,0.0,54.00,,,
2026.00,S1,2026-06-27_S1_S2_be4e641a,B,2026-06-27 11:05:00,2026-06-27 16:34:00,5.48,33511.00,6111.43,355.0,340.0,340.0,32.84,31.40,15.68,265.0,325.0,295.0,30.34,30.59,14.73,35.66,37.88,24.59,29.31,30.19,14.47,24.66,14.47,30.19,6.35,7.69,10.12,8.05,265.0,325.0,60.0,284.00,0.10,,0.40
2026.00,S1,2026-06-27_S1_S2_be4e641a,M,2026-06-27 11:05:00,2026-06-27 16:34:00,5.48,33511.00,6111.43,145.0,160.0,145.0,30.59,28.97,37.20,145.0,145.0,145.0,30.59,28.10,37.20,39.68,36.83,41.67,30.07,27.85,35.82,31.25,27.85,35.82,9.60,8.99,5.85,8.15,145.0,145.0,0.0,169.00,,,
2026.00,S1,2026-06-27_S1_S2_be4e641a,T,2026-06-27 11:05:00,2026-06-27 16:34:00,5.48,33511.00,6111.43,40.0,55.0,55.0,38.48,35.87,38.49,40.0,55.0,40.0,38.48,35.87,36.23,42.34,43.80,44.96,36.14,33.74,35.86,35.25,33.74,36.14,6.20,10.06,9.10,8.45,40.0,55.0,15.0,54.00,0.40,,
2026.00,S2,2026-06-27_S1_S2_be4e641a,B,2026-06-27 11:05:00,2026-06-27 16:34:00,5.48,33511.00,6111.43,145.0,145.0,145.0,21.98,27.27,31.15,145.0,145.0,145.0,21.98,27.27,31.15,35.94,36.49,39.00,21.31,25.30,30.00,25.54,21.31,30.00,14.63,11.19,9.00,11.61,145.0,145.0,0.0,284.00,,,
2026.00,S2,2026-06-27_S1_S2_be4e641a,M,2026-06-27 11:05:00,2026-06-27 16:34:00,5.48,33511.00,6111.43,70.0,70.0,55.0,36.52,39.27,36.62,70.0,70.0,55.0,36.52,39.27,36.62,40.41,41.26,43.32,28.72,27.69,36.01,30.81,27.69,36.01,11.69,13.56,7.31,10.86,55.0,70.0,15.0,169.00,,,
2026.00,S2,2026-06-27_S1_S2_be4e641a,T,2026-06-27 11:05:00,2026-06-27 16:34:00,5.48,33511.00,6111.43,25.0,25.0,25.0,25.47,33.80,36.12,25.0,25.0,25.0,25.47,33.80,36.12,49.85,46.20,42.23,17.35,28.75,34.82,26.97,17.35,34.82,32.50,17.45,7.41,19.12,25.0,25.0,0.0,54.00,,,
2026.00,S3,2026-06-27_S3_S4_dc68d0eb,B,2026-06-27 11:05:00,2026-06-27 16:34:00,5.48,33511.00,6111.43,115.0,130.0,145.0,19.72,29.68,29.72,115.0,130.0,100.0,19.72,29.68,25.43,35.77,36.72,37.33,19.18,28.06,25.06,24.10,19.18,28.06,16.59,8.65,12.27,12.51,100.0,130.0,30.0,284.00,0.40,,
2026.00,S3,2026-06-27_S3_S4_dc68d0eb,M,2026-06-27 11:05:00,2026-06-27 16:34:00,5.48,33511.00,6111.43,70.0,70.0,70.0,28.53,29.68,36.35,70.0,70.0,70.0,28.53,29.68,36.35,40.85,37.11,41.68,21.13,26.72,35.38,27.75,21.13,35.38,19.71,10.39,6.30,12.13,70.0,70.0,0.0,169.00,,,
2026.00,S3,2026-06-27_S3_S4_dc68d0eb,T,2026-06-27 11:05:00,2026-06-27 16:34:00,5.48,33511.00,6111.43,190.0,,,29.91,,,190.0,895.0,,29.91,34.19,,39.39,37.88,51.45,28.42,32.72,51.02,37.39,28.42,51.02,10.97,5.16,0.43,5.52,190.0,895.0,705.0,54.00,0.01,,
2026.00,S4,2026-06-27_S3_S4_dc68d0eb,B,2026-06-27 11:05:00,2026-06-27 16:34:00,5.48,33511.00,6111.43,265.0,190.0,,38.62,37.63,,175.0,175.0,,36.77,37.05,,43.19,44.23,41.29,36.10,36.78,41.00,37.96,36.10,41.00,7.09,7.45,0.30,4.95,175.0,175.0,0.0,284.00,,,
2026.00,S4,2026-06-27_S3_S4_dc68d0eb,M,2026-06-27 11:05:00,2026-06-27 16:34:00,5.48,33511.00,6111.43,85.0,85.0,85.0,19.45,32.52,36.98,85.0,85.0,85.0,19.45,32.52,36.98,39.98,40.41,39.95,15.41,29.64,34.87,26.64,15.41,34.87,24.58,10.77,5.08,13.48,85.0,85.0,0.0,169.00,,,
2026.00,S4,2026-06-27_S3_S4_dc68d0eb,T,2026-06-27 11:05:00,2026-06-27 16:34:00,5.48,33511.00,6111.43,25.0,25.0,25.0,29.38,32.04,38.71,25.0,25.0,25.0,29.38,32.04,38.71,43.43,40.41,41.88,21.44,27.82,36.55,28.60,21.44,36.55,21.99,12.59,5.33,13.30,25.0,25.0,0.0,54.00,,,
2026.00,S3,2026-07-05_S3_S4_b3db7964,B,2026-07-05 11:24:00,2026-07-05 18:13:00,6.82,56650.00,8310.51,111.0,126.0,141.0,19.37,22.78,20.13,111.0,126.0,141.0,19.37,22.78,20.13,34.51,34.41,35.98,16.09,20.67,19.46,18.74,16.09,20.67,18.41,13.74,16.52,16.22,111.0,141.0,30.0,284.00,0.40,0.40,0.40
2026.00,S3,2026-07-05_S3_S4_b3db7964,M,2026-07-05 11:24:00,2026-07-05 18:13:00,6.82,56650.00,8310.51,66.0,66.0,66.0,30.18,31.29,36.80,66.0,66.0,66.0,30.18,31.29,36.80,39.82,37.23,41.25,19.51,26.14,34.78,26.81,19.51,34.78,20.31,11.08,6.47,12.62,66.0,66.0,0.0,169.00,,,
2026.00,S3,2026-07-05_S3_S4_b3db7964,T,2026-07-05 11:24:00,2026-07-05 18:13:00,6.82,56650.00,8310.51,306.0,,-414.0,27.02,,53.40,291.0,,,26.12,,,39.15,36.29,53.68,25.65,35.82,53.26,38.24,25.65,53.26,13.50,0.47,0.42,4.80,291.0,291.0,0.0,54.00,,,
2026.00,S4,2026-07-05_S3_S4_b3db7964,B,2026-07-05 11:24:00,2026-07-05 18:13:00,6.82,56650.00,8310.51,396.0,441.0,,35.66,37.16,,321.0,366.0,321.0,33.85,34.47,37.47,43.16,40.87,41.25,33.11,33.87,36.38,34.45,33.11,36.38,10.05,7.00,4.88,7.31,321.0,366.0,45.0,284.00,0.13,,
2026.00,S4,2026-07-05_S3_S4_b3db7964,M,2026-07-05 11:24:00,2026-07-05 18:13:00,6.82,56650.00,8310.51,66.0,66.0,81.0,16.03,18.27,31.99,66.0,66.0,81.0,16.03,18.27,31.99,39.76,35.05,36.66,14.21,16.63,30.82,20.56,14.21,30.82,25.55,18.42,5.84,16.60,66.0,81.0,15.0,169.00,,0.40,0.80
2026.00,S4,2026-07-05_S3_S4_b3db7964,T,2026-07-05 11:24:00,2026-07-05 18:13:00,6.82,56650.00,8310.51,21.0,21.0,21.0,23.15,29.29,37.22,21.0,21.0,21.0,23.15,29.29,37.22,42.31,39.66,41.61,19.05,27.15,35.65,27.28,19.05,35.65,23.26,12.51,5.96,13.91,21.0,21.0,0.0,54.00,,,
2026.00,S1,2026-07-24_S1_S2_63eb5228,B,2026-07-24 08:25:00,2026-07-24 15:43:00,7.30,34125.00,4674.66,485.0,455.0,515.0,18.20,13.08,8.45,440.0,455.0,470.0,17.33,13.08,6.77,37.43,36.41,13.50,16.37,12.01,6.47,11.61,6.47,16.37,21.05,24.40,7.04,17.50,440.0,470.0,30.0,284.00,0.40,0.40,0.40
2026.00,S1,2026-07-24_S1_S2_63eb5228,M,2026-07-24 08:25:00,2026-07-24 15:43:00,7.30,34125.00,4674.66,260.0,200.0,200.0,17.28,18.41,35.89,215.0,200.0,200.0,15.69,18.41,35.89,38.87,31.54,39.75,15.33,17.20,34.02,22.18,15.33,34.02,23.54,14.34,5.73,14.54,200.0,215.0,15.0,169.00,,,
