year,strip,event_id,logger_position,irrigation_start,irrigation_end,event_duration_hours,gallons_strip,avg_flow_gph_strip,alt_arrival_minutes_after_irrigation_start_6in,alt_arrival_minutes_after_irrigation_start_12in,alt_arrival_minutes_after_irrigation_start_18in,alt_arrival_vwc_6in,alt_arrival_vwc_12in,alt_arrival_vwc_18in,arrival_minutes_after_irrigation_start_6in,arrival_minutes_after_irrigation_start_12in,arrival_minutes_after_irrigation_start_18in,arrival_vwc_6in,arrival_vwc_12in,arrival_vwc_18in,peak_vwc_6in,peak_vwc_12in,peak_vwc_18in,pre_vwc_6in,pre_vwc_12in,pre_vwc_18in,pre_profile_vwc_mean,pre_profile_vwc_min,pre_profile_vwc_max,delta_vwc_6in,delta_vwc_12in,delta_vwc_18in,delta_profile_vwc_mean,first_arrival_min,last_arrival_min,vertical_spread_min,distance_from_furrow_start_ft,vertical_velocity_6_to_12_in_per_min,vertical_velocity_12_to_18_in_per_min,vertical_velocity_6_to_18_in_per_min
2025.00,S1,2025-05-16_S1_S2_799859ac,B,2025-05-16 15:36:41,2025-05-17 07:37:42,16.02,92450.00,5772.01,518.3166666666667,623.3166666666667,713.3166666666667,17.57,15.12,19.53,458.31666666666666,563.3166666666667,698.3166666666667,15.40,13.33,18.96,32.82,35.11,31.50,14.92,13.04,18.68,15.55,13.04,18.68,17.91,22.06,12.82,17.60,458.31666666666666,698.3166666666667,240.00000000000006,284.00,0.06,0.04,0.05
2025.00,S1,2025-05-16_S1_S2_799859ac,M,2025-05-16 15:36:41,2025-05-17 07:37:42,16.02,92450.00,5772.01,278.31666666666666,293.31666666666666,338.31666666666666,16.45,18.34,33.31,218.31666666666666,278.31666666666666,338.31666666666666,13.57,17.10,33.31,39.49,37.63,40.69,12.94,16.61,32.60,20.72,12.94,32.60,26.55,21.01,8.08,18.55,218.31666666666666,338.31666666666666,120.0,169.00,0.10,0.10,0.10
2025.00,S1,2025-05-16_S1_S2_799859ac,T,2025-05-16 15:36:41,2025-05-17 07:37:42,16.02,92450.00,5772.01,38.31666666666667,38.31666666666667,98.31666666666666,31.22,24.57,24.83,38.31666666666667,38.31666666666667,98.31666666666666,31.22,24.57,24.83,41.31,42.21,44.93,19.35,17.00,21.82,19.39,17.00,21.82,21.96,25.21,23.11,23.43,38.31666666666667,98.31666666666666,59.99999999999999,54.00,,0.10,0.20
2025.00,S2,2025-05-16_S1_S2_799859ac,B,2025-05-16 15:36:41,2025-05-17 07:37:42,16.02,92450.00,5772.01,233.31666666666666,233.31666666666666,233.31666666666666,10.74,9.99,18.34,203.31666666666666,233.31666666666666,233.31666666666666,9.80,9.99,18.34,38.15,33.65,40.45,9.52,8.09,17.28,11.63,8.09,17.28,28.63,25.55,23.17,25.78,203.31666666666666,233.31666666666666,30.0,284.00,0.20,,0.40
2025.00,S2,2025-05-16_S1_S2_799859ac,M,2025-05-16 15:36:41,2025-05-17 07:37:42,16.02,92450.00,5772.01,83.31666666666666,83.31666666666666,83.31666666666666,19.91,27.78,37.49,83.31666666666666,83.31666666666666,83.31666666666666,19.91,27.78,37.49,39.46,39.49,45.17,12.11,13.72,28.71,18.18,12.11,28.71,27.35,25.77,16.46,23.19,83.31666666666666,83.31666666666666,0.0,169.00,,,
2025.00,S2,2025-05-16_S1_S2_799859ac,T,2025-05-16 15:36:41,2025-05-17 07:37:42,16.02,92450.00,5772.01,23.316666666666666,23.316666666666666,23.316666666666666,24.87,29.13,31.13,23.316666666666666,23.316666666666666,23.316666666666666,24.87,29.13,31.13,49.61,44.94,41.04,7.60,15.34,27.08,16.67,7.60,27.08,42.01,29.60,13.97,28.53,23.316666666666666,23.316666666666666,0.0,54.00,,,
2025.00,S1,2025-05-28_S1_S2_ca363c43,B,2025-05-28 18:58:00,2025-05-29 07:30:00,12.53,64250.00,5126.33,392.0,482.0,572.0,22.76,26.03,27.65,407.0,422.0,527.0,24.02,24.45,26.37,35.01,38.31,34.64,22.85,23.91,26.06,24.27,22.85,26.06,12.16,14.40,8.58,11.71,407.0,527.0,120.0,284.00,0.40,0.06,0.10
2025.00,S1,2025-05-28_S1_S2_ca363c43,M,2025-05-28 18:58:00,2025-05-29 07:30:00,12.53,64250.00,5126.33,227.0,287.0,317.0,23.20,29.34,37.49,227.0,272.0,287.0,23.20,28.23,36.27,39.39,39.02,41.62,22.45,27.88,36.02,28.78,22.45,36.02,16.94,11.14,5.60,11.23,227.0,287.0,60.0,169.00,0.13,0.40,0.20
2025.00,S1,2025-05-28_S1_S2_ca363c43,T,2025-05-28 18:58:00,2025-05-29 07:30:00,12.53,64250.00,5126.33,32.0,137.0,107.0,31.49,29.05,32.86,32.0,92.0,107.0,31.49,27.51,32.86,41.54,42.51,44.81,29.79,27.07,31.70,29.52,27.07,31.70,11.75,15.43,13.11,13.43,32.0,107.0,75.0,54.00,0.10,0.40,0.16
2025.00,S2,2025-05-28_S1_S2_ca363c43,B,2025-05-28 18:58:00,2025-05-29 07:30:00,12.53,64250.00,5126.33,227.0,227.0,227.0,18.45,22.39,33.78,227.0,227.0,182.0,18.45,22.39,28.01,37.81,34.80,40.57,11.42,16.71,27.76,18.63,11.42,27.76,26.40,18.09,12.81,19.10,182.0,227.0,45.0,284.00,,,
2025.00,S2,2025-05-28_S1_S2_ca363c43,M,2025-05-28 18:58:00,2025-05-29 07:30:00,12.53,64250.00,5126.33,77.0,77.0,77.0,32.48,37.65,42.81,77.0,77.0,77.0,32.48,37.65,42.81,40.83,41.81,45.68,19.48,23.76,34.05,25.77,19.48,34.05,21.35,18.04,11.63,17.01,77.0,77.0,0.0,169.00,,,
2025.00,S2,2025-05-28_S1_S2_ca363c43,T,2025-05-28 18:58:00,2025-05-29 07:30:00,12.53,64250.00,5126.33,17.0,17.0,17.0,16.12,23.20,34.37,17.0,17.0,17.0,16.12,23.20,34.37,49.18,45.40,41.90,9.31,18.46,33.51,20.42,9.31,33.51,39.87,26.94,8.40,25.07,17.0,17.0,0.0,54.00,,,
2025.00,S3,2025-05-28_S3_S4_120d46ab,B,2025-05-28 18:58:00,2025-05-29 07:30:00,12.53,64250.00,5126.33,137.0,152.0,152.0,13.59,20.68,26.93,137.0,107.0,152.0,13.59,19.11,26.93,35.76,34.25,39.55,12.84,18.53,26.22,19.20,12.84,26.22,22.92,15.72,13.33,17.32,107.0,152.0,45.0,284.00,,0.13,0.80
2025.00,S3,2025-05-28_S3_S4_120d46ab,M,2025-05-28 18:58:00,2025-05-29 07:30:00,12.53,64250.00,5126.33,77.0,77.0,92.0,12.74,18.86,32.95,77.0,77.0,92.0,12.74,18.86,32.95,42.72,36.51,39.20,12.03,18.08,31.18,20.43,12.03,31.18,30.70,18.43,8.02,19.05,77.0,92.0,15.0,169.00,,0.40,0.80
2025.00,S3,2025-05-28_S3_S4_120d46ab,T,2025-05-28 18:58:00,2025-05-29 07:30:00,12.53,64250.00,5126.33,272.0,392.0,512.0,21.32,22.06,38.68,272.0,347.0,452.0,21.32,21.35,37.27,40.72,35.54,41.95,19.80,20.77,36.90,25.82,19.80,36.90,20.92,14.77,5.05,13.58,272.0,452.0,180.0,54.00,0.08,0.06,0.07
2025.00,S4,2025-05-28_S3_S4_120d46ab,B,2025-05-28 18:58:00,2025-05-29 07:30:00,12.53,64250.00,5126.33,437.0,,,41.67,,,347.0,,,39.69,,,43.39,41.11,41.49,39.19,40.49,41.34,40.34,39.19,41.34,4.20,0.62,0.15,1.66,347.0,347.0,0.0,284.00,,,
2025.00,S4,2025-05-28_S3_S4_120d46ab,M,2025-05-28 18:58:00,2025-05-29 07:30:00,12.53,64250.00,5126.33,302.0,242.0,,13.92,26.51,,242.0,197.0,347.0,12.62,25.30,37.03,37.40,39.02,37.96,11.70,25.00,36.76,24.49,11.70,36.76,25.70,14.02,1.20,13.64,197.0,347.0,150.0,169.00,,0.04,0.11
2025.00,S4,2025-05-28_S3_S4_120d46ab,T,2025-05-28 18:58:00,2025-05-29 07:30:00,12.53,64250.00,5126.33,32.0,47.0,32.0,11.45,34.74,29.97,32.0,32.0,32.0,11.45,15.82,29.97,42.01,37.90,40.60,10.05,15.55,28.63,18.08,10.05,28.63,31.95,22.34,11.97,22.09,32.0,32.0,0.0,54.00,,,
2025.00,S3,2025-06-13_S3_S4_29345c78,B,2025-06-13 10:49:00,2025-06-13 19:16:00,8.45,56900.00,6733.73,146.0,146.0,146.0,27.12,30.28,22.60,146.0,146.0,146.0,27.12,30.28,22.60,37.18,35.57,37.09,22.56,25.27,17.73,21.86,17.73,25.27,14.62,10.29,19.36,14.76,146.0,146.0,0.0,284.00,,,
2025.00,S3,2025-06-13_S3_S4_29345c78,M,2025-06-13 10:49:00,2025-06-13 19:16:00,8.45,56900.00,6733.73,56.0,71.0,71.0,20.02,35.74,33.56,56.0,71.0,71.0,20.02,35.74,33.56,44.33,38.86,41.09,17.90,24.03,31.92,24.62,17.90,31.92,26.43,14.83,9.17,16.81,56.0,71.0,15.0,169.00,0.40,,0.80
2025.00,S3,2025-06-13_S3_S4_29345c78,T,2025-06-13 10:49:00,2025-06-13 19:16:00,8.45,56900.00,6733.73,116.0,176.0,,27.26,27.67,,116.0,176.0,236.0,27.26,27.67,39.63,41.09,35.82,42.41,23.37,25.21,39.22,29.27,23.37,39.22,17.73,10.61,3.18,10.51,116.0,236.0,120.0,54.00,0.10,0.10,0.10
2025.00,S4,2025-06-13_S3_S4_29345c78,B,2025-06-13 10:49:00,2025-06-13 19:16:00,8.45,56900.00,6733.73,356.0,476.0,566.0,32.78,36.66,40.85,296.0,386.0,251.0,31.36,34.88,37.14,44.41,43.54,41.92,30.16,34.44,36.67,33.76,30.16,36.67,14.25,9.10,5.25,9.53,251.0,386.0,135.0,284.00,0.07,,
2025.00,S4,2025-06-13_S3_S4_29345c78,M,2025-06-13 10:49:00,2025-06-13 19:16:00,8.45,56900.00,6733.73,206.0,191.0,221.0,15.98,21.25,27.96,191.0,191.0,221.0,13.63,21.25,27.96,37.62,32.12,33.13,13.36,16.94,27.56,19.29,13.36,27.56,24.25,15.18,5.57,15.00,191.0,221.0,30.0,169.00,,0.20,0.40
2025.00,S4,2025-06-13_S3_S4_29345c78,T,2025-06-13 10:49:00,2025-06-13 19:16:00,8.45,56900.00,6733.73,26.0,26.0,26.0,17.84,25.31,34.91,26.0,26.0,26.0,17.84,25.31,34.91,41.93,39.34,41.27,11.90,20.71,31.74,21.45,11.90,31.74,30.02,18.64,9.54,19.40,26.0,26.0,0.0,54.00,,,
2025.00,S1,2025-06-27_S1_S2_ff537961,B,2025-06-27 15:33:00,2025-06-28 07:49:00,16.27,95500.00,5870.90,537.0,552.0,582.0,15.97,14.31,14.55,492.0,492.0,567.0,14.96,12.57,13.57,38.80,40.51,32.43,14.37,12.21,13.11,13.23,12.21,14.37,24.44,28.30,19.31,24.02,492.0,567.0,75.0,284.00,,0.08,0.16
2025.00,S1,2025-06-27_S1_S2_ff537961,M,2025-06-27 15:33:00,2025-06-28 07:49:00,16.27,95500.00,5870.90,267.0,312.0,342.0,15.27,18.83,37.05,222.0,252.0,297.0,13.70,16.13,35.20,41.74,39.44,41.99,12.84,15.82,34.88,21.18,12.84,34.88,28.90,23.62,7.11,19.88,222.0,297.0,75.0,169.00,0.20,0.13,0.16
2025.00,S1,2025-06-27_S1_S2_ff537961,T,2025-06-27 15:33:00,2025-06-28 07:49:00,16.27,95500.00,5870.90,42.0,42.0,57.0,32.56,26.81,21.83,42.0,42.0,42.0,32.56,26.81,20.17,42.64,43.26,45.85,19.47,16.82,19.84,18.71,16.82,19.84,23.16,26.44,26.01,25.20,42.0,42.0,0.0,54.00,,,
2025.00,S2,2025-06-27_S1_S2_ff537961,B,2025-06-27 15:33:00,2025-06-28 07:49:00,16.27,95500.00,5870.90,222.0,222.0,222.0,12.39,12.53,23.99,177.0,207.0,222.0,10.66,9.35,23.99,39.62,35.33,42.40,10.28,9.07,22.50,13.95,9.07,22.50,29.34,26.26,19.90,25.17,177.0,222.0,45.0,284.00,0.20,0.40,0.27
2025.00,S2,2025-06-27_S1_S2_ff537961,M,2025-06-27 15:33:00,2025-06-28 07:49:00,16.27,95500.00,5870.90,87.0,87.0,87.0,30.65,35.79,42.94,87.0,87.0,87.0,30.65,35.79,42.94,41.48,42.03,46.99,12.65,14.39,34.26,20.43,12.65,34.26,28.83,27.64,12.73,23.07,87.0,87.0,0.0,169.00,,,
2025.00,S2,2025-06-27_S1_S2_ff537961,T,2025-06-27 15:33:00,2025-06-28 07:49:00,16.27,95500.00,5870.90,27.0,27.0,27.0,32.31,34.04,35.97,27.0,27.0,27.0,32.31,34.04,35.97,49.95,45.85,42.55,7.51,16.03,29.27,17.60,7.51,29.27,42.44,29.82,13.28,28.51,27.0,27.0,0.0,54.00,,,
2025.00,S3,2025-06-28_S3_S4_d9252a87,B,2025-06-28 08:50:00,2025-06-28 16:15:00,7.42,43550.00,5871.91,175.0,175.0,-170.0,13.65,29.12,31.46,175.0,130.0,,13.65,25.70,,35.84,38.08,38.50,11.18,24.66,36.53,24.12,11.18,36.53,24.66,13.42,1.97,13.35,130.0,175.0,45.0,284.00,,,
2025.00,S3,2025-06-28_S3_S4_d9252a87,M,2025-06-28 08:50:00,2025-06-28 16:15:00,7.42,43550.00,5871.91,85.0,85.0,85.0,33.74,35.69,38.35,85.0,40.0,40.0,33.74,27.05,36.72,43.37,39.29,41.96,16.02,26.34,36.17,26.18,16.02,36.17,27.35,12.95,5.79,15.36,40.0,85.0,45.0,169.00,,,
2025.00,S3,2025-06-28_S3_S4_d9252a87,T,2025-06-28 08:50:00,2025-06-28 16:15:00,7.42,43550.00,5871.91,145.0,205.0,,24.50,24.83,,145.0,205.0,310.0,24.50,24.83,39.19,40.70,35.13,41.45,21.03,23.69,38.90,27.87,21.03,38.90,19.67,11.44,2.55,11.22,145.0,310.0,165.0,54.00,0.10,0.06,0.07
2025.00,S4,2025-06-28_S3_S4_d9252a87,B,2025-06-28 08:50:00,2025-06-28 16:15:00,7.42,43550.00,5871.91,250.0,235.0,,38.36,38.82,,175.0,175.0,,36.08,36.63,,47.10,42.84,41.64,35.83,36.13,39.96,37.31,35.83,39.96,11.27,6.71,1.68,6.56,175.0,175.0,0.0,284.00,,,
2025.00,S4,2025-06-28_S3_S4_d9252a87,M,2025-06-28 08:50:00,2025-06-28 16:15:00,7.42,43550.00,5871.91,205.0,175.0,205.0,27.13,28.86,33.84,190.0,145.0,175.0,25.93,27.94,33.01,41.53,38.45,37.68,25.53,27.64,32.73,28.63,25.53,32.73,16.00,10.80,4.95,10.59,145.0,190.0,45.0,169.00,,0.20,
2025.00,S4,2025-06-28_S3_S4_d9252a87,T,2025-06-28 08:50:00,2025-06-28 16:15:00,7.42,43550.00,5871.91,40.0,40.0,40.0,37.71,36.20,40.46,40.0,40.0,25.0,37.71,36.20,32.88,41.04,38.13,41.57,10.87,19.75,32.45,21.03,10.87,32.45,30.17,18.38,9.12,19.22,25.0,40.0,15.0,54.00,,,
2025.00,S3,2025-07-11_S3_S4_e179d57e,B,2025-07-11 08:30:00,2025-07-11 18:12:00,9.70,46400.00,4783.51,165.0,180.0,180.0,25.37,31.02,24.18,165.0,180.0,180.0,25.37,31.02,24.18,36.89,36.06,37.40,24.93,28.43,22.52,25.29,22.52,28.43,11.95,7.63,14.89,11.49,165.0,180.0,15.0,284.00,0.40,,0.80
2025.00,S3,2025-07-11_S3_S4_e179d57e,M,2025-07-11 08:30:00,2025-07-11 18:12:00,9.70,46400.00,4783.51,75.0,75.0,90.0,27.08,31.98,40.06,75.0,75.0,90.0,27.08,31.98,40.06,44.10,39.32,42.97,21.20,28.59,36.84,28.88,21.20,36.84,22.90,10.74,6.14,13.26,75.0,90.0,15.0,169.00,,0.40,0.80
2025.00,S3,2025-07-11_S3_S4_e179d57e,T,2025-07-11 08:30:00,2025-07-11 18:12:00,9.70,46400.00,4783.51,150.0,240.0,390.0,28.23,27.36,43.24,150.0,240.0,285.0,28.23,27.36,40.75,40.91,35.54,43.78,23.48,25.54,40.40,29.81,23.48,40.40,17.43,10.00,3.39,10.27,150.0,285.0,135.0,54.00,0.07,0.13,0.09
2025.00,S4,2025-07-11_S3_S4_e179d57e,B,2025-07-11 08:30:00,2025-07-11 18:12:00,9.70,46400.00,4783.51,300.0,315.0,330.0,35.83,36.67,40.27,255.0,255.0,225.0,34.33,35.15,38.27,44.71,45.02,41.88,34.01,34.85,37.97,35.61,34.01,37.97,10.70,10.16,3.91,8.26,225.0,255.0,30.0,284.00,,,
2025.00,S4,2025-07-11_S3_S4_e179d57e,M,2025-07-11 08:30:00,2025-07-11 18:12:00,9.70,46400.00,4783.51,195.0,180.0,210.0,19.15,28.29,33.68,210.0,180.0,195.0,23.54,28.29,33.03,39.63,36.52,38.35,18.97,26.16,32.42,25.85,18.97,32.42,20.67,10.37,5.94,12.32,180.0,210.0,30.0,169.00,,0.40,
2025.00,S4,2025-07-11_S3_S4_e179d57e,T,2025-07-11 08:30:00,2025-07-11 18:12:00,9.70,46400.00,4783.51,30.0,30.0,30.0,19.18,28.45,36.35,30.0,30.0,30.0,19.18,28.45,36.35,41.77,40.39,41.99,13.03,24.11,33.56,23.57,13.03,33.56,28.74,16.28,8.42,17.82,30.0,30.0,0.0,54.00,,,
2025.00,S1,2025-07-26_S1_S2_98e2053f,B,2025-07-26 08:45:00,2025-07-26 17:50:00,9.08,53225.00,5859.63,435.0,435.0,405.0,17.23,13.83,14.38,375.0,390.0,405.0,15.16,12.57,14.38,37.74,43.76,34.41,14.31,12.28,13.73,13.44,12.28,14.31,23.43,31.47,20.68,25.19,375.0,405.0,30.0,284.00,0.40,0.40,0.40
2025.00,S1,2025-07-26_S1_S2_98e2053f,M,2025-07-26 08:45:00,2025-07-26 17:50:00,9.08,53225.00,5859.63,240.0,225.0,255.0,18.10,17.57,39.34,165.0,225.0,240.0,13.43,17.57,38.16,41.81,37.81,43.22,13.15,16.50,37.69,22.44,13.15,37.69,28.66,21.32,5.53,18.50,165.0,240.0,75.0,169.00,0.10,0.40,0.16
2025.00,S1,2025-07-26_S1_S2_98e2053f,T,2025-07-26 08:45:00,2025-07-26 17:50:00,9.08,53225.00,5859.63,30.0,30.0,45.0,20.37,17.65,39.78,30.0,30.0,45.0,20.37,17.65,39.78,42.21,42.79,44.49,19.33,17.07,20.78,19.06,17.07,20.78,22.88,25.72,23.71,24.11,30.0,45.0,15.0,54.00,,0.40,0.80
2025.00,S2,2025-07-26_S1_S2_98e2053f,B,2025-07-26 08:45:00,2025-07-26 17:50:00,9.08,53225.00,5859.63,225.0,210.0,225.0,20.80,12.02,34.23,210.0,210.0,225.0,10.35,12.02,34.23,39.73,34.93,39.72,9.98,11.16,24.95,15.36,9.98,24.95,29.75,23.77,14.77,22.76,210.0,225.0,15.0,284.00,,0.40,0.80
2025.00,S2,2025-07-26_S1_S2_98e2053f,M,2025-07-26 08:45:00,2025-07-26 17:50:00,9.08,53225.00,5859.63,75.0,75.0,75.0,13.98,18.91,36.12,75.0,75.0,75.0,13.98,18.91,36.12,41.16,40.58,47.03,12.70,16.22,34.53,21.15,12.70,34.53,28.45,24.35,12.49,21.77,75.0,75.0,0.0,169.00,,,
