year,strip,event_id,logger_position,irrigation_start,irrigation_end,event_duration_hours,gallons_strip,avg_flow_gph_strip,alt_arrival_minutes_after_irrigation_start_6in,alt_arrival_minutes_after_irrigation_start_12in,alt_arrival_minutes_after_irrigation_start_18in,alt_arrival_vwc_6in,alt_arrival_vwc_12in,alt_arrival_vwc_18in,arrival_minutes_after_irrigation_start_6in,arrival_minutes_after_irrigation_start_12in,arrival_minutes_after_irrigation_start_18in,arrival_vwc_6in,arrival_vwc_12in,arrival_vwc_18in,peak_vwc_6in,peak_vwc_12in,peak_vwc_18in,pre_vwc_6in,pre_vwc_12in,pre_vwc_18in,pre_profile_vwc_mean,pre_profile_vwc_min,pre_profile_vwc_max,delta_vwc_6in,delta_vwc_12in,delta_vwc_18in,delta_profile_vwc_mean,first_arrival_min,last_arrival_min,vertical_spread_min,distance_from_furrow_start_ft,vertical_velocity_6_to_12_in_per_min,vertical_velocity_12_to_18_in_per_min,vertical_velocity_6_to_18_in_per_min
2023.00,S2,2023-08-05_S1_S2_efaa9d14,M,2023-08-05 08:48:00,2023-08-05 14:56:00,6.13,49250.00,8029.89,42.0,42.0,42.0,16.60,17.65,23.27,42.0,42.0,42.0,16.60,17.65,23.27,39.84,37.32,40.04,13.09,13.77,22.67,16.51,13.09,22.67,26.75,23.55,17.37,22.56,42.0,42.0,0.0,169.00,,,
2023.00,S2,2023-08-05_S1_S2_efaa9d14,T,2023-08-05 08:48:00,2023-08-05 14:56:00,6.13,49250.00,8029.89,132.0,132.0,132.0,18.06,22.76,26.39,132.0,132.0,132.0,18.06,22.76,26.39,44.05,43.94,39.56,13.43,18.02,24.70,18.72,13.43,24.70,30.62,25.92,14.85,23.80,132.0,132.0,0.0,54.00,,,
2023.00,S3,2023-08-05_S3_S4_0f92146d,B,2023-08-05 08:51:00,2023-08-05 11:03:00,2.20,18300.00,8318.18,129.0,144.0,159.0,20.47,29.03,24.35,129.0,144.0,159.0,20.47,29.03,24.35,34.90,33.71,28.30,20.12,24.63,16.05,20.27,16.05,24.63,14.77,9.08,12.25,12.03,129.0,159.0,30.0,284.00,0.40,0.40,0.40
2023.00,S3,2023-08-05_S3_S4_0f92146d,M,2023-08-05 08:51:00,2023-08-05 11:03:00,2.20,18300.00,8318.18,549.0,549.0,549.0,32.67,31.14,33.80,549.0,549.0,549.0,32.67,31.14,33.80,40.76,37.37,38.53,,,,,,,,,,,549.0,549.0,0.0,169.00,,,
2023.00,S3,2023-08-05_S3_S4_0f92146d,T,2023-08-05 08:51:00,2023-08-05 11:03:00,2.20,18300.00,8318.18,39.0,39.0,69.0,27.79,27.99,38.40,39.0,39.0,69.0,27.79,27.99,38.40,40.62,38.10,46.33,19.17,27.00,36.07,27.41,19.17,36.07,21.45,11.10,10.26,14.27,39.0,69.0,30.0,54.00,,0.20,0.40
2023.00,S4,2023-08-05_S3_S4_0f92146d,B,2023-08-05 08:51:00,2023-08-05 11:03:00,2.20,18300.00,8318.18,,,99.0,,,19.35,,,,,,,8.11,23.66,19.35,,,,,,,,,,,,,,284.00,,,
2023.00,S4,2023-08-05_S3_S4_0f92146d,M,2023-08-05 08:51:00,2023-08-05 11:03:00,2.20,18300.00,8318.18,,,,,,,,,,,,,9.28,8.91,11.01,8.68,8.86,10.98,9.51,8.68,10.98,0.61,0.05,0.03,0.23,,,,169.00,,,
2023.00,S4,2023-08-05_S3_S4_0f92146d,T,2023-08-05 08:51:00,2023-08-05 11:03:00,2.20,18300.00,8318.18,-6.0,39.0,24.0,9.57,16.83,25.70,9.0,39.0,24.0,13.14,16.83,25.70,28.04,19.71,33.62,9.01,16.25,24.39,16.55,9.01,24.39,19.03,3.47,9.23,10.57,9.0,39.0,30.0,54.00,0.20,,0.80
2023.00,S3,2023-08-10_S3_S4_7fce3d7b,B,2023-08-10 13:57:00,2023-08-10 19:37:00,5.67,52850.00,9326.47,138.0,138.0,168.0,28.30,26.07,22.02,138.0,138.0,168.0,28.30,26.07,22.02,35.10,33.82,28.45,19.96,24.98,16.42,20.46,16.42,24.98,15.14,8.84,12.03,12.00,138.0,168.0,30.0,284.00,,0.20,0.40
2023.00,S3,2023-08-10_S3_S4_7fce3d7b,M,2023-08-10 13:57:00,2023-08-10 19:37:00,5.67,52850.00,9326.47,543.0,543.0,543.0,28.65,28.06,31.39,543.0,543.0,543.0,28.65,28.06,31.39,41.66,36.96,38.70,,,,,,,,,,,543.0,543.0,0.0,169.00,,,
2023.00,S3,2023-08-10_S3_S4_7fce3d7b,T,2023-08-10 13:57:00,2023-08-10 19:37:00,5.67,52850.00,9326.47,33.0,33.0,48.0,30.19,30.39,38.93,33.0,33.0,48.0,30.19,30.39,38.93,41.13,39.22,47.39,21.59,27.62,36.65,28.62,21.59,36.65,19.54,11.60,10.74,13.96,33.0,48.0,15.0,54.00,,0.40,0.80
2023.00,S4,2023-08-10_S3_S4_7fce3d7b,B,2023-08-10 13:57:00,2023-08-10 19:37:00,5.67,52850.00,9326.47,303.0,363.0,1233.0,10.20,27.44,28.04,258.0,348.0,,7.96,24.25,,27.30,30.77,28.04,7.33,23.85,16.73,15.97,7.33,23.85,19.97,6.92,11.31,12.74,258.0,348.0,90.0,284.00,0.07,,
2023.00,S4,2023-08-10_S3_S4_7fce3d7b,M,2023-08-10 13:57:00,2023-08-10 19:37:00,5.67,52850.00,9326.47,153.0,228.0,303.0,9.78,11.61,13.03,108.0,213.0,303.0,9.03,9.05,13.03,29.62,23.30,17.20,8.75,8.51,10.68,9.31,8.51,10.68,20.87,14.79,6.52,14.06,108.0,303.0,195.0,169.00,0.06,0.07,0.06
2023.00,S4,2023-08-10_S3_S4_7fce3d7b,T,2023-08-10 13:57:00,2023-08-10 19:37:00,5.67,52850.00,9326.47,-27.0,-27.0,-27.0,24.34,20.72,28.93,,,,,,,44.95,41.22,39.90,13.78,17.76,25.53,19.02,13.78,25.53,31.17,23.46,14.37,23.00,,,,54.00,,,
2023.00,S1,2023-08-24_S1_S2_6cc99259,B,2023-08-24 13:47:00,2023-08-24 18:16:00,4.48,30125.00,6719.33,,,,,,,,,,,,,26.48,33.80,39.86,25.75,33.39,39.62,32.92,25.75,39.62,0.73,0.41,0.24,0.46,,,,284.00,,,
2023.00,S1,2023-08-24_S1_S2_6cc99259,M,2023-08-24 13:47:00,2023-08-24 18:16:00,4.48,30125.00,6719.33,133.0,193.0,253.0,19.32,18.55,37.66,88.0,148.0,238.0,13.68,17.93,35.79,41.00,36.91,40.49,13.09,17.64,35.51,22.08,13.09,35.51,27.91,19.26,4.98,17.38,88.0,238.0,150.0,169.00,0.10,0.07,0.08
2023.00,S1,2023-08-24_S1_S2_6cc99259,T,2023-08-24 13:47:00,2023-08-24 18:16:00,4.48,30125.00,6719.33,-32.0,-32.0,-32.0,28.90,27.02,35.20,13.0,13.0,,42.26,39.85,,43.55,42.31,45.18,15.36,15.21,19.23,16.60,15.21,19.23,28.19,27.10,25.95,27.08,13.0,13.0,0.0,54.00,,,
2023.00,S2,2023-08-24_S1_S2_6cc99259,B,2023-08-24 13:47:00,2023-08-24 18:16:00,4.48,30125.00,6719.33,73.0,58.0,43.0,10.28,14.77,19.09,28.0,43.0,43.0,9.50,8.45,19.09,39.13,35.49,39.73,9.23,8.18,18.48,11.96,8.18,18.48,29.90,27.32,21.25,26.16,28.0,43.0,15.0,284.00,0.40,,0.80
2023.00,S2,2023-08-24_S1_S2_6cc99259,M,2023-08-24 13:47:00,2023-08-24 18:16:00,4.48,30125.00,6719.33,43.0,58.0,58.0,14.93,24.97,32.51,43.0,43.0,58.0,14.93,14.07,32.51,39.09,36.03,36.92,13.10,13.68,27.33,18.04,13.10,27.33,25.99,22.35,9.59,19.31,43.0,58.0,15.0,169.00,,0.40,0.80
2023.00,S2,2023-08-24_S1_S2_6cc99259,T,2023-08-24 13:47:00,2023-08-24 18:16:00,4.48,30125.00,6719.33,133.0,133.0,133.0,19.90,23.88,27.02,133.0,133.0,133.0,19.90,23.88,27.02,43.91,43.34,39.02,12.82,17.52,24.87,18.40,12.82,24.87,31.08,25.82,14.15,23.69,133.0,133.0,0.0,54.00,,,
2023.00,S3,2023-08-24_S3_S4_a4b6ae2a,B,2023-08-24 13:47:00,2023-08-24 18:16:00,4.48,30125.00,6719.33,163.0,178.0,193.0,20.17,19.64,18.40,163.0,178.0,193.0,20.17,19.64,18.40,34.34,31.94,26.76,11.05,13.15,13.77,12.66,11.05,13.77,23.29,18.79,13.00,18.36,163.0,193.0,30.0,284.00,0.40,0.40,0.40
2023.00,S3,2023-08-24_S3_S4_a4b6ae2a,M,2023-08-24 13:47:00,2023-08-24 18:16:00,4.48,30125.00,6719.33,553.0,553.0,553.0,17.22,24.35,29.32,553.0,553.0,553.0,17.22,24.35,29.32,40.38,37.03,39.10,,,,,,,,,,,553.0,553.0,0.0,169.00,,,
2023.00,S3,2023-08-24_S3_S4_a4b6ae2a,T,2023-08-24 13:47:00,2023-08-24 18:16:00,4.48,30125.00,6719.33,58.0,58.0,103.0,19.37,21.14,33.21,58.0,58.0,103.0,19.37,21.14,33.21,40.40,36.72,46.07,13.56,19.94,32.04,21.85,13.56,32.04,26.84,16.77,14.03,19.21,58.0,103.0,45.0,54.00,,0.13,0.27
2023.00,S4,2023-08-24_S3_S4_a4b6ae2a,B,2023-08-24 13:47:00,2023-08-24 18:16:00,4.48,30125.00,6719.33,,,1273.0,,,19.11,,,,,,,7.80,26.89,19.21,7.53,26.95,19.05,17.84,7.53,26.95,0.27,-0.06,0.16,0.12,,,,284.00,,,
2023.00,S4,2023-08-24_S3_S4_a4b6ae2a,M,2023-08-24 13:47:00,2023-08-24 18:16:00,4.48,30125.00,6719.33,,,,,,,298.0,,,9.32,,,15.97,10.36,14.33,8.91,10.34,14.37,11.20,8.91,14.37,7.06,0.02,-0.04,2.35,298.0,298.0,0.0,169.00,,,
2023.00,S4,2023-08-24_S3_S4_a4b6ae2a,T,2023-08-24 13:47:00,2023-08-24 18:16:00,4.48,30125.00,6719.33,28.0,43.0,43.0,11.61,18.09,25.56,13.0,43.0,43.0,9.48,18.09,25.56,43.70,39.82,39.59,9.09,16.71,25.03,16.94,9.09,25.03,34.61,23.11,14.56,24.09,13.0,43.0,30.0,54.00,0.20,,0.40
2023.00,S3,2023-09-07_S3_S4_ea877a99,B,2023-09-07 07:38:00,2023-09-07 18:19:00,10.68,78850.00,7380.66,157.0,157.0,187.0,21.03,15.90,20.98,157.0,157.0,172.0,21.03,15.90,13.29,33.86,32.23,28.32,11.58,14.42,13.03,13.01,11.58,14.42,22.28,17.81,15.29,18.46,157.0,172.0,15.0,284.00,,0.40,0.80
2023.00,S3,2023-09-07_S3_S4_ea877a99,M,2023-09-07 07:38:00,2023-09-07 18:19:00,10.68,78850.00,7380.66,502.0,502.0,502.0,38.77,36.27,37.49,,,502.0,,,37.49,39.57,37.11,39.38,,,,,,,,,,,502.0,502.0,0.0,169.00,,,
2023.00,S3,2023-09-07_S3_S4_ea877a99,T,2023-09-07 07:38:00,2023-09-07 18:19:00,10.68,78850.00,7380.66,37.0,37.0,82.0,14.70,21.38,31.68,37.0,37.0,82.0,14.70,21.38,31.68,40.65,38.45,46.65,12.96,19.18,30.31,20.82,12.96,30.31,27.69,19.27,16.34,21.10,37.0,82.0,45.0,54.00,,0.13,0.27
2023.00,S4,2023-09-07_S3_S4_ea877a99,B,2023-09-07 07:38:00,2023-09-07 18:19:00,10.68,78850.00,7380.66,247.0,367.0,472.0,7.80,25.59,17.53,262.0,367.0,472.0,9.65,25.59,17.53,34.59,45.20,34.44,,,,,,,,,,,262.0,472.0,210.0,284.00,0.06,0.06,0.06
2023.00,S4,2023-09-07_S3_S4_ea877a99,M,2023-09-07 07:38:00,2023-09-07 18:19:00,10.68,78850.00,7380.66,232.0,292.0,397.0,8.94,9.53,12.94,217.0,292.0,397.0,8.18,9.53,12.94,32.98,31.27,25.67,7.86,8.24,10.81,8.97,7.86,10.81,25.13,23.03,14.85,21.00,217.0,397.0,180.0,169.00,0.08,0.06,0.07
2023.00,S4,2023-09-07_S3_S4_ea877a99,T,2023-09-07 07:38:00,2023-09-07 18:19:00,10.68,78850.00,7380.66,-23.0,-23.0,-8.0,13.71,16.82,32.27,,,,,,,42.87,39.44,39.31,8.99,16.26,24.25,16.50,8.99,24.25,33.88,23.18,15.06,24.04,,,,54.00,,,
2023.00,S1,2023-09-21_S1_S2_6dbb0789,B,2023-09-21 09:07:00,2023-09-21 16:09:00,7.03,37650.00,5353.08,,,,,,,,,,,,,21.89,26.56,33.48,21.52,25.61,32.43,26.52,21.52,32.43,0.37,0.95,1.05,0.79,,,,284.00,,,
2023.00,S1,2023-09-21_S1_S2_6dbb0789,M,2023-09-21 09:07:00,2023-09-21 16:09:00,7.03,37650.00,5353.08,233.0,338.0,398.0,13.97,16.81,28.76,188.0,278.0,413.0,11.71,15.00,29.89,39.61,35.09,37.87,11.11,14.70,28.53,18.11,11.11,28.53,28.51,20.40,9.34,19.41,188.0,413.0,225.0,169.00,0.07,0.04,0.05
2023.00,S1,2023-09-21_S1_S2_6dbb0789,T,2023-09-21 09:07:00,2023-09-21 16:09:00,7.03,37650.00,5353.08,-37.0,-37.0,-37.0,18.73,18.26,24.38,8.0,8.0,,40.58,38.88,,42.33,41.00,45.06,13.91,13.85,16.74,14.83,13.85,16.74,28.42,27.15,28.32,27.96,8.0,8.0,0.0,54.00,,,
2023.00,S2,2023-09-21_S1_S2_6dbb0789,B,2023-09-21 09:07:00,2023-09-21 16:09:00,7.03,37650.00,5353.08,113.0,53.0,38.0,9.33,10.06,10.06,68.0,53.0,38.0,8.62,10.06,10.06,35.84,34.00,38.14,8.27,6.99,7.76,7.67,6.99,8.27,27.56,27.01,30.37,28.32,38.0,68.0,30.0,284.00,,,
2023.00,S2,2023-09-21_S1_S2_6dbb0789,M,2023-09-21 09:07:00,2023-09-21 16:09:00,7.03,37650.00,5353.08,53.0,53.0,53.0,22.00,17.15,28.48,53.0,53.0,38.0,22.00,17.15,20.88,38.48,36.00,37.55,12.09,12.00,20.45,14.85,12.00,20.45,26.39,24.00,17.10,22.50,38.0,53.0,15.0,169.00,,,
2023.00,S2,2023-09-21_S1_S2_6dbb0789,T,2023-09-21 09:07:00,2023-09-21 16:09:00,7.03,37650.00,5353.08,143.0,128.0,143.0,37.08,18.20,32.67,143.0,128.0,128.0,37.08,18.20,23.19,40.45,42.49,38.58,11.43,16.73,22.77,16.97,11.43,22.77,29.03,25.76,15.81,23.53,128.0,143.0,15.0,54.00,,,
2023.00,S3,2023-09-22_S3_S4_157133f5,B,2023-09-22 07:20:00,2023-09-22 16:18:00,8.97,72300.00,8063.20,160.0,175.0,190.0,21.19,26.40,19.75,160.0,160.0,190.0,21.19,20.02,19.75,33.43,32.15,27.35,15.83,19.73,13.34,16.30,13.34,19.73,17.61,12.42,14.01,14.68,160.0,190.0,30.0,284.00,,0.20,0.40
2023.00,S3,2023-09-22_S3_S4_157133f5,M,2023-09-22 07:20:00,2023-09-22 16:18:00,8.97,72300.00,8063.20,535.0,535.0,535.0,38.77,36.23,37.66,,,,,,,39.34,36.56,38.53,,,,,,,,,,,,,,169.00,,,
2023.00,S3,2023-09-22_S3_S4_157133f5,T,2023-09-22 07:20:00,2023-09-22 16:18:00,8.97,72300.00,8063.20,55.0,55.0,85.0,18.74,24.04,33.42,55.0,55.0,70.0,18.74,24.04,32.41,39.38,36.97,45.98,13.06,20.37,32.10,21.84,13.06,32.10,26.32,16.60,13.87,18.93,55.0,70.0,15.0,54.00,,0.40,0.80
2023.00,S4,2023-09-22_S3_S4_157133f5,B,2023-09-22 07:20:00,2023-09-22 16:18:00,8.97,72300.00,8063.20,235.0,385.0,445.0,7.86,30.00,26.89,,,,,,,31.33,37.09,34.64,,,,,,,,,,,,,,284.00,,,
2023.00,S4,2023-09-22_S3_S4_157133f5,M,2023-09-22 07:20:00,2023-09-22 16:18:00,8.97,72300.00,8063.20,235.0,355.0,400.0,10.45,15.01,26.26,235.0,355.0,400.0,10.45,15.01,26.26,39.38,35.43,32.72,9.52,14.46,20.42,14.80,9.52,20.42,29.86,20.97,12.29,21.04,235.0,400.0,165.0,169.00,0.05,0.13,0.07
2023.00,S4,2023-09-22_S3_S4_157133f5,T,2023-09-22 07:20:00,2023-09-22 16:18:00,8.97,72300.00,8063.20,-5.0,10.0,10.0,13.78,31.88,37.74,10.0,10.0,10.0,33.30,31.88,37.74,42.85,37.14,38.83,10.21,18.20,26.02,18.15,10.21,26.02,32.64,18.94,12.81,21.46,10.0,10.0,0.0,54.00,,,
