year,strip,event_id,depth_inches,irrigation_start,irrigation_end,gallons_strip,event_duration_hours,distance_T_ft,distance_M_ft,distance_B_ft,arrival_T_min,arrival_M_min,arrival_B_min,T_to_M_min,M_to_B_min,T_to_B_min,T_to_M_ft_per_min,M_to_B_ft_per_min,T_to_B_ft_per_min,alt_arrival_T_min,alt_arrival_M_min,alt_arrival_B_min,alt_T_to_M_min,alt_M_to_B_min,alt_T_to_B_min,alt_T_to_M_ft_per_min,alt_M_to_B_ft_per_min,alt_T_to_B_ft_per_min
2025.00,S4,2025-06-13_S3_S4_29345c78,12.00,2025-06-13 10:49:00,2025-06-13 19:16:00,56900.00,8.45,54.00,169.00,284.00,26.00,191.00,386.00,165.00,195.00,360.00,0.70,0.59,0.64,26.00,191.00,476.00,165.00,285.00,450.00,0.70,0.40,0.51
2025.00,S4,2025-06-13_S3_S4_29345c78,18.00,2025-06-13 10:49:00,2025-06-13 19:16:00,56900.00,8.45,54.00,169.00,284.00,26.00,221.00,251.00,195.00,30.00,225.00,0.59,3.83,1.02,26.00,221.00,566.00,195.00,345.00,540.00,0.59,0.33,0.43
2025.00,S1,2025-06-27_S1_S2_ff537961,6.00,2025-06-27 15:33:00,2025-06-28 07:49:00,95500.00,16.27,54.00,169.00,284.00,42.00,222.00,492.00,180.00,270.00,450.00,0.64,0.43,0.51,42.00,267.00,537.00,225.00,270.00,495.00,0.51,0.43,0.46
2025.00,S1,2025-06-27_S1_S2_ff537961,12.00,2025-06-27 15:33:00,2025-06-28 07:49:00,95500.00,16.27,54.00,169.00,284.00,42.00,252.00,492.00,210.00,240.00,450.00,0.55,0.48,0.51,42.00,312.00,552.00,270.00,240.00,510.00,0.43,0.48,0.45
2025.00,S1,2025-06-27_S1_S2_ff537961,18.00,2025-06-27 15:33:00,2025-06-28 07:49:00,95500.00,16.27,54.00,169.00,284.00,42.00,297.00,567.00,255.00,270.00,525.00,0.45,0.43,0.44,57.00,342.00,582.00,285.00,240.00,525.00,0.40,0.48,0.44
2025.00,S2,2025-06-27_S1_S2_ff537961,6.00,2025-06-27 15:33:00,2025-06-28 07:49:00,95500.00,16.27,54.00,169.00,284.00,27.00,87.00,177.00,60.00,90.00,150.00,1.92,1.28,1.53,27.00,87.00,222.00,60.00,135.00,195.00,1.92,0.85,1.18
2025.00,S2,2025-06-27_S1_S2_ff537961,12.00,2025-06-27 15:33:00,2025-06-28 07:49:00,95500.00,16.27,54.00,169.00,284.00,27.00,87.00,207.00,60.00,120.00,180.00,1.92,0.96,1.28,27.00,87.00,222.00,60.00,135.00,195.00,1.92,0.85,1.18
2025.00,S2,2025-06-27_S1_S2_ff537961,18.00,2025-06-27 15:33:00,2025-06-28 07:49:00,95500.00,16.27,54.00,169.00,284.00,27.00,87.00,222.00,60.00,135.00,195.00,1.92,0.85,1.18,27.00,87.00,222.00,60.00,135.00,195.00,1.92,0.85,1.18
2025.00,S3,2025-06-28_S3_S4_d9252a87,6.00,2025-06-28 08:50:00,2025-06-28 16:15:00,43550.00,7.42,54.00,169.00,284.00,145.00,85.00,175.00,-60.00,90.00,30.00,,1.28,7.67,145.00,85.00,175.00,-60.00,90.00,30.00,,1.28,7.67
2025.00,S3,2025-06-28_S3_S4_d9252a87,12.00,2025-06-28 08:50:00,2025-06-28 16:15:00,43550.00,7.42,54.00,169.00,284.00,205.00,40.00,130.00,-165.00,90.00,-75.00,,1.28,,205.00,85.00,175.00,-120.00,90.00,-30.00,,1.28,
2025.00,S3,2025-06-28_S3_S4_d9252a87,18.00,2025-06-28 08:50:00,2025-06-28 16:15:00,43550.00,7.42,54.00,169.00,284.00,310.00,40.00,,-270.00,,,,,,,85.00,-170.00,,-255.00,,,,
2025.00,S4,2025-06-28_S3_S4_d9252a87,6.00,2025-06-28 08:50:00,2025-06-28 16:15:00,43550.00,7.42,54.00,169.00,284.00,40.00,190.00,175.00,150.00,-15.00,135.00,0.77,,1.70,40.00,205.00,250.00,165.00,45.00,210.00,0.70,2.56,1.10
2025.00,S4,2025-06-28_S3_S4_d9252a87,12.00,2025-06-28 08:50:00,2025-06-28 16:15:00,43550.00,7.42,54.00,169.00,284.00,40.00,145.00,175.00,105.00,30.00,135.00,1.10,3.83,1.70,40.00,175.00,235.00,135.00,60.00,195.00,0.85,1.92,1.18
2025.00,S4,2025-06-28_S3_S4_d9252a87,18.00,2025-06-28 08:50:00,2025-06-28 16:15:00,43550.00,7.42,54.00,169.00,284.00,25.00,175.00,,150.00,,,0.77,,,40.00,205.00,,165.00,,,0.70,,
2025.00,S3,2025-07-11_S3_S4_e179d57e,6.00,2025-07-11 08:30:00,2025-07-11 18:12:00,46400.00,9.70,54.00,169.00,284.00,150.00,75.00,165.00,-75.00,90.00,15.00,,1.28,15.33,150.00,75.00,165.00,-75.00,90.00,15.00,,1.28,15.33
2025.00,S3,2025-07-11_S3_S4_e179d57e,12.00,2025-07-11 08:30:00,2025-07-11 18:12:00,46400.00,9.70,54.00,169.00,284.00,240.00,75.00,180.00,-165.00,105.00,-60.00,,1.10,,240.00,75.00,180.00,-165.00,105.00,-60.00,,1.10,
2025.00,S3,2025-07-11_S3_S4_e179d57e,18.00,2025-07-11 08:30:00,2025-07-11 18:12:00,46400.00,9.70,54.00,169.00,284.00,285.00,90.00,180.00,-195.00,90.00,-105.00,,1.28,,390.00,90.00,180.00,-300.00,90.00,-210.00,,1.28,
2025.00,S4,2025-07-11_S3_S4_e179d57e,6.00,2025-07-11 08:30:00,2025-07-11 18:12:00,46400.00,9.70,54.00,169.00,284.00,30.00,210.00,255.00,180.00,45.00,225.00,0.64,2.56,1.02,30.00,195.00,300.00,165.00,105.00,270.00,0.70,1.10,0.85
2025.00,S4,2025-07-11_S3_S4_e179d57e,12.00,2025-07-11 08:30:00,2025-07-11 18:12:00,46400.00,9.70,54.00,169.00,284.00,30.00,180.00,255.00,150.00,75.00,225.00,0.77,1.53,1.02,30.00,180.00,315.00,150.00,135.00,285.00,0.77,0.85,0.81
2025.00,S4,2025-07-11_S3_S4_e179d57e,18.00,2025-07-11 08:30:00,2025-07-11 18:12:00,46400.00,9.70,54.00,169.00,284.00,30.00,195.00,225.00,165.00,30.00,195.00,0.70,3.83,1.18,30.00,210.00,330.00,180.00,120.00,300.00,0.64,0.96,0.77
2025.00,S1,2025-07-26_S1_S2_98e2053f,6.00,2025-07-26 08:45:00,2025-07-26 17:50:00,53225.00,9.08,54.00,169.00,284.00,30.00,165.00,375.00,135.00,210.00,345.00,0.85,0.55,0.67,30.00,240.00,435.00,210.00,195.00,405.00,0.55,0.59,0.57
2025.00,S1,2025-07-26_S1_S2_98e2053f,12.00,2025-07-26 08:45:00,2025-07-26 17:50:00,53225.00,9.08,54.00,169.00,284.00,30.00,225.00,390.00,195.00,165.00,360.00,0.59,0.70,0.64,30.00,225.00,435.00,195.00,210.00,405.00,0.59,0.55,0.57
2025.00,S1,2025-07-26_S1_S2_98e2053f,18.00,2025-07-26 08:45:00,2025-07-26 17:50:00,53225.00,9.08,54.00,169.00,284.00,45.00,240.00,405.00,195.00,165.00,360.00,0.59,0.70,0.64,45.00,255.00,405.00,210.00,150.00,360.00,0.55,0.77,0.64
2025.00,S2,2025-07-26_S1_S2_98e2053f,6.00,2025-07-26 08:45:00,2025-07-26 17:50:00,53225.00,9.08,54.00,169.00,284.00,30.00,75.00,210.00,45.00,135.00,180.00,2.56,0.85,1.28,30.00,75.00,225.00,45.00,150.00,195.00,2.56,0.77,1.18
2025.00,S2,2025-07-26_S1_S2_98e2053f,12.00,2025-07-26 08:45:00,2025-07-26 17:50:00,53225.00,9.08,54.00,169.00,284.00,30.00,75.00,210.00,45.00,135.00,180.00,2.56,0.85,1.28,30.00,75.00,210.00,45.00,135.00,180.00,2.56,0.85,1.28
2025.00,S2,2025-07-26_S1_S2_98e2053f,18.00,2025-07-26 08:45:00,2025-07-26 17:50:00,53225.00,9.08,54.00,169.00,284.00,,75.00,225.00,,150.00,,,0.77,,30.00,75.00,225.00,45.00,150.00,195.00,2.56,0.77,1.18
2025.00,S3,2025-07-26_S3_S4_b4053dcf,6.00,2025-07-26 08:45:00,2025-07-26 17:50:00,53225.00,9.08,54.00,169.00,284.00,180.00,90.00,210.00,-90.00,120.00,30.00,,0.96,7.67,180.00,90.00,210.00,-90.00,120.00,30.00,,0.96,7.67
2025.00,S3,2025-07-26_S3_S4_b4053dcf,12.00,2025-07-26 08:45:00,2025-07-26 17:50:00,53225.00,9.08,54.00,169.00,284.00,330.00,90.00,240.00,-240.00,150.00,-90.00,,0.77,,330.00,90.00,240.00,-240.00,150.00,-90.00,,0.77,
2025.00,S3,2025-07-26_S3_S4_b4053dcf,18.00,2025-07-26 08:45:00,2025-07-26 17:50:00,53225.00,9.08,54.00,169.00,284.00,435.00,90.00,255.00,-345.00,165.00,-180.00,,0.70,,,90.00,255.00,,165.00,,,0.70,
2025.00,S4,2025-07-26_S3_S4_b4053dcf,6.00,2025-07-26 08:45:00,2025-07-26 17:50:00,53225.00,9.08,54.00,169.00,284.00,45.00,240.00,465.00,195.00,225.00,420.00,0.59,0.51,0.55,45.00,255.00,480.00,210.00,225.00,435.00,0.55,0.51,0.53
2025.00,S4,2025-07-26_S3_S4_b4053dcf,12.00,2025-07-26 08:45:00,2025-07-26 17:50:00,53225.00,9.08,54.00,169.00,284.00,45.00,255.00,480.00,210.00,225.00,435.00,0.55,0.51,0.53,45.00,255.00,585.00,210.00,330.00,540.00,0.55,0.35,0.43
2025.00,S4,2025-07-26_S3_S4_b4053dcf,18.00,2025-07-26 08:45:00,2025-07-26 17:50:00,53225.00,9.08,54.00,169.00,284.00,45.00,300.00,555.00,255.00,255.00,510.00,0.45,0.45,0.45,45.00,300.00,600.00,255.00,300.00,555.00,0.45,0.38,0.41
2025.00,S3,2025-08-08_S3_S4_7c793582,6.00,2025-08-08 13:14:00,2025-08-08 19:28:00,38750.00,6.23,54.00,169.00,284.00,151.00,91.00,196.00,-60.00,105.00,45.00,,1.10,5.11,196.00,91.00,196.00,-105.00,105.00,0.00,,1.10,
2025.00,S3,2025-08-08_S3_S4_7c793582,12.00,2025-08-08 13:14:00,2025-08-08 19:28:00,38750.00,6.23,54.00,169.00,284.00,,91.00,226.00,,135.00,,,0.85,,,91.00,211.00,,120.00,,,0.96,
2025.00,S3,2025-08-08_S3_S4_7c793582,18.00,2025-08-08 13:14:00,2025-08-08 19:28:00,38750.00,6.23,54.00,169.00,284.00,,91.00,226.00,,135.00,,,0.85,,,91.00,226.00,,135.00,,,0.85,
2025.00,S4,2025-08-08_S3_S4_7c793582,6.00,2025-08-08 13:14:00,2025-08-08 19:28:00,38750.00,6.23,54.00,169.00,284.00,46.00,196.00,406.00,150.00,210.00,360.00,0.77,0.55,0.64,46.00,196.00,466.00,150.00,270.00,420.00,0.77,0.43,0.55
2025.00,S4,2025-08-08_S3_S4_7c793582,12.00,2025-08-08 13:14:00,2025-08-08 19:28:00,38750.00,6.23,54.00,169.00,284.00,46.00,211.00,466.00,165.00,255.00,420.00,0.70,0.45,0.55,46.00,211.00,,165.00,,,0.70,,
2025.00,S4,2025-08-08_S3_S4_7c793582,18.00,2025-08-08 13:14:00,2025-08-08 19:28:00,38750.00,6.23,54.00,169.00,284.00,31.00,226.00,,195.00,,,0.59,,,46.00,226.00,,180.00,,,0.64,,
2025.00,S1,2025-08-22_S1_S2_9f8675d7,6.00,2025-08-22 09:07:00,2025-08-22 19:04:00,30625.00,9.95,54.00,169.00,284.00,68.00,398.00,638.00,330.00,240.00,570.00,0.35,0.48,0.40,68.00,443.00,698.00,375.00,255.00,630.00,0.31,0.45,0.37
2025.00,S1,2025-08-22_S1_S2_9f8675d7,12.00,2025-08-22 09:07:00,2025-08-22 19:04:00,30625.00,9.95,54.00,169.00,284.00,233.00,443.00,713.00,210.00,270.00,480.00,0.55,0.43,0.48,233.00,458.00,728.00,225.00,270.00,495.00,0.51,0.43,0.46
2025.00,S1,2025-08-22_S1_S2_9f8675d7,18.00,2025-08-22 09:07:00,2025-08-22 19:04:00,30625.00,9.95,54.00,169.00,284.00,233.00,473.00,833.00,240.00,360.00,600.00,0.48,0.32,0.38,233.00,473.00,833.00,240.00,360.00,600.00,0.48,0.32,0.38
2025.00,S2,2025-08-22_S1_S2_9f8675d7,6.00,2025-08-22 09:07:00,2025-08-22 19:04:00,30625.00,9.95,54.00,169.00,284.00,38.00,263.00,323.00,225.00,60.00,285.00,0.51,1.92,0.81,38.00,278.00,368.00,240.00,90.00,330.00,0.48,1.28,0.70
2025.00,S2,2025-08-22_S1_S2_9f8675d7,12.00,2025-08-22 09:07:00,2025-08-22 19:04:00,30625.00,9.95,54.00,169.00,284.00,23.00,263.00,368.00,240.00,105.00,345.00,0.48,1.10,0.67,23.00,263.00,368.00,240.00,105.00,345.00,0.48,1.10,0.67
2025.00,S2,2025-08-22_S1_S2_9f8675d7,18.00,2025-08-22 09:07:00,2025-08-22 19:04:00,30625.00,9.95,54.00,169.00,284.00,23.00,263.00,368.00,240.00,105.00,345.00,0.48,1.10,0.67,23.00,263.00,368.00,240.00,105.00,345.00,0.48,1.10,0.67
2025.00,S3,2025-08-22_S3_S4_1b405e4b,6.00,2025-08-22 09:07:00,2025-08-22 19:04:00,30625.00,9.95,54.00,169.00,284.00,428.00,323.00,443.00,-105.00,120.00,15.00,,0.96,15.33,473.00,323.00,443.00,-150.00,120.00,-30.00,,0.96,
2025.00,S3,2025-08-22_S3_S4_1b405e4b,12.00,2025-08-22 09:07:00,2025-08-22 19:04:00,30625.00,9.95,54.00,169.00,284.00,,323.00,503.00,,180.00,,,0.64,,,323.00,503.00,,180.00,,,0.64,
2025.00,S3,2025-08-22_S3_S4_1b405e4b,18.00,2025-08-22 09:07:00,2025-08-22 19:04:00,30625.00,9.95,54.00,169.00,284.00,,323.00,548.00,,225.00,,,0.51,,,323.00,548.00,,225.00,,,0.51,
2025.00,S4,2025-08-22_S3_S4_1b405e4b,6.00,2025-08-22 09:07:00,2025-08-22 19:04:00,30625.00,9.95,54.00,169.00,284.00,248.00,503.00,,255.00,,,0.45,,,263.00,503.00,,240.00,,,0.48,,
2025.00,S4,2025-08-22_S3_S4_1b405e4b,12.00,2025-08-22 09:07:00,2025-08-22 19:04:00,30625.00,9.95,54.00,169.00,284.00,263.00,533.00,,270.00,,,0.43,,,263.00,533.00,,270.00,,,0.43,,
2025.00,S4,2025-08-22_S3_S4_1b405e4b,18.00,2025-08-22 09:07:00,2025-08-22 19:04:00,30625.00,9.95,54.00,169.00,284.00,248.00,578.00,,330.00,,,0.35,,,248.00,563.00,,315.00,,,0.37,,
2025.00,S1,2025-09-20_S1_S2_81d8ab0f,6.00,2025-09-20 10:42:00,2025-09-20 17:31:00,86100.00,6.82,54.00,169.00,284.00,33.00,183.00,333.00,150.00,150.00,300.00,0.77,0.77,0.77,33.00,213.00,378.00,180.00,165.00,345.00,0.64,0.70,0.67
2025.00,S1,2025-09-20_S1_S2_81d8ab0f,12.00,2025-09-20 10:42:00,2025-09-20 17:31:00,86100.00,6.82,54.00,169.00,284.00,33.00,198.00,423.00,165.00,225.00,390.00,0.70,0.51,0.59,33.00,198.00,423.00,165.00,225.00,390.00,0.70,0.51,0.59
2025.00,S1,2025-09-20_S1_S2_81d8ab0f,18.00,2025-09-20 10:42:00,2025-09-20 17:31:00,86100.00,6.82,54.00,169.00,284.00,108.00,213.00,453.00,105.00,240.00,345.00,1.10,0.48,0.67,123.00,213.00,453.00,90.00,240.00,330.00,1.28,0.48,0.70
