year,strip,event_id,depth_inches,irrigation_start,irrigation_end,gallons_strip,event_duration_hours,distance_T_ft,distance_M_ft,distance_B_ft,arrival_T_min,arrival_M_min,arrival_B_min,T_to_M_min,M_to_B_min,T_to_B_min,T_to_M_ft_per_min,M_to_B_ft_per_min,T_to_B_ft_per_min,alt_arrival_T_min,alt_arrival_M_min,alt_arrival_B_min,alt_T_to_M_min,alt_M_to_B_min,alt_T_to_B_min,alt_T_to_M_ft_per_min,alt_M_to_B_ft_per_min,alt_T_to_B_ft_per_min
2024.00,S4,2024-08-23_S3_S4_0b64e5f5,18.00,2024-08-23 09:32:00,2024-08-23 15:04:00,30150.00,5.53,54.00,169.00,,43.00,358.00,,315.00,,,0.37,,,43.00,358.00,,315.00,,,0.37,,
2024.00,S3,2024-09-06_S3_S4_9e0ce675,6.00,2024-09-06 09:33:00,2024-09-06 16:29:00,48950.00,6.93,54.00,169.00,284.00,57.00,477.00,102.00,420.00,-375.00,45.00,0.27,,5.11,72.00,477.00,102.00,405.00,-375.00,30.00,0.28,,7.67
2024.00,S3,2024-09-06_S3_S4_9e0ce675,12.00,2024-09-06 09:33:00,2024-09-06 16:29:00,48950.00,6.93,54.00,169.00,284.00,57.00,477.00,117.00,420.00,-360.00,60.00,0.27,,3.83,57.00,477.00,117.00,420.00,-360.00,60.00,0.27,,3.83
2024.00,S3,2024-09-06_S3_S4_9e0ce675,18.00,2024-09-06 09:33:00,2024-09-06 16:29:00,48950.00,6.93,54.00,169.00,284.00,72.00,477.00,132.00,405.00,-345.00,60.00,0.28,,3.83,72.00,477.00,132.00,405.00,-345.00,60.00,0.28,,3.83
2024.00,S4,2024-09-06_S3_S4_9e0ce675,6.00,2024-09-06 09:33:00,2024-09-06 16:29:00,48950.00,6.93,54.00,169.00,284.00,42.00,207.00,342.00,165.00,135.00,300.00,0.70,0.85,0.77,42.00,207.00,327.00,165.00,120.00,285.00,0.70,0.96,0.81
2024.00,S4,2024-09-06_S3_S4_9e0ce675,12.00,2024-09-06 09:33:00,2024-09-06 16:29:00,48950.00,6.93,54.00,169.00,284.00,42.00,222.00,432.00,180.00,210.00,390.00,0.64,0.55,0.59,42.00,222.00,432.00,180.00,210.00,390.00,0.64,0.55,0.59
2024.00,S4,2024-09-06_S3_S4_9e0ce675,18.00,2024-09-06 09:33:00,2024-09-06 16:29:00,48950.00,6.93,54.00,169.00,284.00,42.00,252.00,,210.00,,,0.55,,,42.00,252.00,507.00,210.00,255.00,465.00,0.55,0.45,0.49
2024.00,S1,2024-09-07_S1_S2_b15b9a0a,6.00,2024-09-07 08:23:00,2024-09-07 16:16:00,53000.00,7.88,54.00,169.00,284.00,22.00,217.00,577.00,195.00,360.00,555.00,0.59,0.32,0.41,22.00,232.00,577.00,210.00,345.00,555.00,0.55,0.33,0.41
2024.00,S1,2024-09-07_S1_S2_b15b9a0a,12.00,2024-09-07 08:23:00,2024-09-07 16:16:00,53000.00,7.88,54.00,169.00,284.00,22.00,292.00,502.00,270.00,210.00,480.00,0.43,0.55,0.48,22.00,292.00,517.00,270.00,225.00,495.00,0.43,0.51,0.46
2024.00,S1,2024-09-07_S1_S2_b15b9a0a,18.00,2024-09-07 08:23:00,2024-09-07 16:16:00,53000.00,7.88,54.00,169.00,284.00,37.00,322.00,577.00,285.00,255.00,540.00,0.40,0.45,0.43,37.00,322.00,577.00,285.00,255.00,540.00,0.40,0.45,0.43
2024.00,S2,2024-09-07_S1_S2_b15b9a0a,6.00,2024-09-07 08:23:00,2024-09-07 16:16:00,53000.00,7.88,54.00,169.00,284.00,82.00,67.00,202.00,-15.00,135.00,120.00,,0.85,1.92,82.00,67.00,202.00,-15.00,135.00,120.00,,0.85,1.92
2024.00,S2,2024-09-07_S1_S2_b15b9a0a,12.00,2024-09-07 08:23:00,2024-09-07 16:16:00,53000.00,7.88,54.00,169.00,284.00,82.00,67.00,187.00,-15.00,120.00,105.00,,0.96,2.19,82.00,67.00,187.00,-15.00,120.00,105.00,,0.96,2.19
2024.00,S2,2024-09-07_S1_S2_b15b9a0a,18.00,2024-09-07 08:23:00,2024-09-07 16:16:00,53000.00,7.88,54.00,169.00,284.00,82.00,67.00,187.00,-15.00,120.00,105.00,,0.96,2.19,82.00,67.00,187.00,-15.00,120.00,105.00,,0.96,2.19
2024.00,S3,2024-09-20_S3_S4_032d9e33,6.00,2024-09-20 14:27:00,2024-09-20 17:52:00,16450.00,3.42,54.00,169.00,284.00,48.00,513.00,153.00,465.00,-360.00,105.00,0.25,,2.19,48.00,513.00,153.00,465.00,-360.00,105.00,0.25,,2.19
2024.00,S3,2024-09-20_S3_S4_032d9e33,12.00,2024-09-20 14:27:00,2024-09-20 17:52:00,16450.00,3.42,54.00,169.00,284.00,48.00,513.00,168.00,465.00,-345.00,120.00,0.25,,1.92,48.00,513.00,168.00,465.00,-345.00,120.00,0.25,,1.92
2024.00,S3,2024-09-20_S3_S4_032d9e33,18.00,2024-09-20 14:27:00,2024-09-20 17:52:00,16450.00,3.42,54.00,169.00,284.00,63.00,528.00,198.00,465.00,-330.00,135.00,0.25,,1.70,63.00,528.00,198.00,465.00,-330.00,135.00,0.25,,1.70
2024.00,S4,2024-09-20_S3_S4_032d9e33,6.00,2024-09-20 14:27:00,2024-09-20 17:52:00,16450.00,3.42,54.00,169.00,284.00,48.00,,,,,,,,,48.00,,,,,,,,
2024.00,S4,2024-09-20_S3_S4_032d9e33,12.00,2024-09-20 14:27:00,2024-09-20 17:52:00,16450.00,3.42,54.00,169.00,284.00,48.00,,,,,,,,,48.00,,,,,,,,
2024.00,S4,2024-09-20_S3_S4_032d9e33,18.00,2024-09-20 14:27:00,2024-09-20 17:52:00,16450.00,3.42,54.00,169.00,284.00,93.00,,,,,,,,,48.00,,,,,,,,
2024.00,S3,2024-10-04_S3_S4_bf53dc9a,6.00,2024-10-04 11:55:00,2024-10-04 18:02:00,47200.00,6.12,54.00,169.00,284.00,35.00,455.00,95.00,420.00,-360.00,60.00,0.27,,3.83,35.00,455.00,110.00,420.00,-345.00,75.00,0.27,,3.07
2024.00,S3,2024-10-04_S3_S4_bf53dc9a,12.00,2024-10-04 11:55:00,2024-10-04 18:02:00,47200.00,6.12,54.00,169.00,284.00,35.00,455.00,110.00,420.00,-345.00,75.00,0.27,,3.07,35.00,455.00,110.00,420.00,-345.00,75.00,0.27,,3.07
2024.00,S3,2024-10-04_S3_S4_bf53dc9a,18.00,2024-10-04 11:55:00,2024-10-04 18:02:00,47200.00,6.12,54.00,169.00,284.00,50.00,470.00,125.00,420.00,-345.00,75.00,0.27,,3.07,50.00,470.00,125.00,420.00,-345.00,75.00,0.27,,3.07
2024.00,S4,2024-10-04_S3_S4_bf53dc9a,6.00,2024-10-04 11:55:00,2024-10-04 18:02:00,47200.00,6.12,54.00,169.00,284.00,35.00,170.00,260.00,135.00,90.00,225.00,0.85,1.28,1.02,35.00,170.00,305.00,135.00,135.00,270.00,0.85,0.85,0.85
2024.00,S4,2024-10-04_S3_S4_bf53dc9a,12.00,2024-10-04 11:55:00,2024-10-04 18:02:00,47200.00,6.12,54.00,169.00,284.00,35.00,200.00,320.00,165.00,120.00,285.00,0.70,0.96,0.81,35.00,200.00,365.00,165.00,165.00,330.00,0.70,0.70,0.70
2024.00,S4,2024-10-04_S3_S4_bf53dc9a,18.00,2024-10-04 11:55:00,2024-10-04 18:02:00,47200.00,6.12,54.00,169.00,284.00,35.00,230.00,425.00,195.00,195.00,390.00,0.59,0.59,0.59,35.00,230.00,425.00,195.00,195.00,390.00,0.59,0.59,0.59
2024.00,S3,2024-10-18_S3_S4_e3314155,6.00,2024-10-18 09:34:00,2024-10-18 17:17:00,53550.00,7.72,54.00,169.00,284.00,41.00,461.00,86.00,420.00,-375.00,45.00,0.27,,5.11,41.00,461.00,86.00,420.00,-375.00,45.00,0.27,,5.11
2024.00,S3,2024-10-18_S3_S4_e3314155,12.00,2024-10-18 09:34:00,2024-10-18 17:17:00,53550.00,7.72,54.00,169.00,284.00,41.00,461.00,101.00,420.00,-360.00,60.00,0.27,,3.83,41.00,461.00,101.00,420.00,-360.00,60.00,0.27,,3.83
2024.00,S3,2024-10-18_S3_S4_e3314155,18.00,2024-10-18 09:34:00,2024-10-18 17:17:00,53550.00,7.72,54.00,169.00,284.00,41.00,476.00,116.00,435.00,-360.00,75.00,0.26,,3.07,41.00,476.00,116.00,435.00,-360.00,75.00,0.26,,3.07
2024.00,S4,2024-10-18_S3_S4_e3314155,6.00,2024-10-18 09:34:00,2024-10-18 17:17:00,53550.00,7.72,54.00,169.00,,26.00,176.00,,150.00,,,0.77,,,41.00,176.00,,135.00,,,0.85,,
2024.00,S4,2024-10-18_S3_S4_e3314155,12.00,2024-10-18 09:34:00,2024-10-18 17:17:00,53550.00,7.72,54.00,169.00,,41.00,206.00,,165.00,,,0.70,,,41.00,206.00,,165.00,,,0.70,,
2024.00,S4,2024-10-18_S3_S4_e3314155,18.00,2024-10-18 09:34:00,2024-10-18 17:17:00,53550.00,7.72,54.00,169.00,,26.00,251.00,,225.00,,,0.51,,,41.00,251.00,,210.00,,,0.55,,
